sequence_id,dataset,risk_level
S006C002P019R001A009,NTU,low_risk
S006C002P019R001A042,NTU,moderate_risk
S006C002P019R001A043,NTU,high_risk
S006C002P019R002A008,NTU,low_risk
S006C002P019R002A009,NTU,low_risk
S006C002P019R002A042,NTU,moderate_risk
S006C002P019R002A043,NTU,high_risk
S006C002P022R001A008,NTU,low_risk
S006C002P022R001A009,NTU,low_risk
S006C002P022R001A042,NTU,moderate_risk
S006C002P022R001A043,NTU,high_risk
S006C002P022R002A008,NTU,low_risk
S006C002P022R002A009,NTU,low_risk
S006C002P022R002A042,NTU,moderate_risk
S006C002P022R002A043,NTU,high_risk
S006C002P024R001A008,NTU,low_risk
S006C002P024R001A009,NTU,low_risk
S006C002P024R001A042,NTU,moderate_risk
S006C002P024R001A043,NTU,high_risk
S006C002P024R002A008,NTU,low_risk
S006C002P024R002A009,NTU,low_risk
S006C002P024R002A042,NTU,moderate_risk
S006C002P024R002A043,NTU,high_risk
S006C003P001R001A008,NTU,low_risk
S006C003P001R001A009,NTU,low_risk
S006C003P001R001A042,NTU,moderate_risk
S006C003P001R001A043,NTU,high_risk
S006C003P001R002A008,NTU,low_risk
S006C003P001R002A009,NTU,low_risk
S006C003P001R002A042,NTU,moderate_risk
S006C003P001R002A043,NTU,high_risk
S006C003P008R001A008,NTU,low_risk
S006C003P008R001A009,NTU,low_risk
S006C003P008R001A042,NTU,moderate_risk
S006C003P008R001A043,NTU,high_risk
S006C003P008R002A008,NTU,low_risk
S006C003P008R002A009,NTU,low_risk
S006C003P008R002A042,NTU,moderate_risk
S006C003P008R002A043,NTU,high_risk
S006C003P016R001A008,NTU,low_risk
S006C003P016R001A009,NTU,low_risk
S006C003P016R001A042,NTU,moderate_risk
S006C003P016R001A043,NTU,high_risk
S006C003P016R002A008,NTU,low_risk
S006C003P016R002A009,NTU,low_risk
S006C003P016R002A042,NTU,moderate_risk
S006C003P016R002A043,NTU,high_risk
S006C003P019R001A008,NTU,low_risk
S006C003P019R001A009,NTU,low_risk
S006C003P019R001A042,NTU,moderate_risk
S006C003P019R001A043,NTU,high_risk
S006C003P019R002A008,NTU,low_risk
S006C003P019R002A009,NTU,low_risk
S006C003P019R002A042,NTU,moderate_risk
S006C003P019R002A043,NTU,high_risk
S006C003P022R001A008,NTU,low_risk
S006C003P022R001A009,NTU,low_risk
S006C003P022R001A042,NTU,moderate_risk
S006C003P022R001A043,NTU,high_risk
S006C003P022R002A008,NTU,low_risk
S006C003P022R002A009,NTU,low_risk
S006C003P022R002A042,NTU,moderate_risk
S006C003P022R002A043,NTU,high_risk
S006C003P024R001A008,NTU,low_risk
S006C003P024R001A009,NTU,low_risk
S006C003P024R001A042,NTU,moderate_risk
S006C003P024R001A043,NTU,high_risk
S006C003P024R002A008,NTU,low_risk
S006C003P024R002A009,NTU,low_risk
S006C003P024R002A042,NTU,moderate_risk
S006C003P024R002A043,NTU,high_risk
S007C001P001R001A008,NTU,low_risk
S007C001P001R001A009,NTU,low_risk
S007C001P001R001A042,NTU,moderate_risk
S007C001P001R001A043,NTU,high_risk
S007C001P001R002A008,NTU,low_risk
S007C001P001R002A009,NTU,low_risk
S007C001P001R002A042,NTU,moderate_risk
S007C001P001R002A043,NTU,high_risk
S007C001P008R001A008,NTU,low_risk
S007C001P008R001A009,NTU,low_risk
S007C001P008R001A042,NTU,moderate_risk
S007C001P008R001A043,NTU,high_risk
S007C001P008R002A008,NTU,low_risk
S007C001P008R002A009,NTU,low_risk
S007C001P008R002A042,NTU,moderate_risk
S007C001P008R002A043,NTU,high_risk
S007C001P016R001A008,NTU,low_risk
S007C001P016R001A009,NTU,low_risk
S007C001P016R001A042,NTU,moderate_risk
S007C001P016R001A043,NTU,high_risk
S007C001P016R002A008,NTU,low_risk
S007C001P016R002A009,NTU,low_risk
S007C001P016R002A042,NTU,moderate_risk
S007C001P016R002A043,NTU,high_risk
S007C001P018R001A008,NTU,low_risk
S007C001P018R001A009,NTU,low_risk
S007C001P018R001A042,NTU,moderate_risk
S007C001P018R001A043,NTU,high_risk
S007C001P018R002A008,NTU,low_risk
S007C001P018R002A009,NTU,low_risk
S007C001P018R002A042,NTU,moderate_risk
S007C001P018R002A043,NTU,high_risk
S007C001P019R001A008,NTU,low_risk
S007C001P019R001A009,NTU,low_risk
S007C001P019R001A042,NTU,moderate_risk
S007C001P019R001A043,NTU,high_risk
S007C001P019R002A008,NTU,low_risk
S007C001P019R002A009,NTU,low_risk
S007C001P019R002A042,NTU,moderate_risk
S007C001P019R002A043,NTU,high_risk
S007C001P025R001A008,NTU,low_risk
S007C001P025R001A009,NTU,low_risk
S007C001P025R001A042,NTU,moderate_risk
S007C001P025R001A043,NTU,high_risk
S007C001P025R002A008,NTU,low_risk
S007C001P025R002A009,NTU,low_risk
S007C001P025R002A042,NTU,moderate_risk
S007C001P025R002A043,NTU,high_risk
S007C001P026R001A008,NTU,low_risk
S007C001P026R001A009,NTU,low_risk
S007C001P026R001A042,NTU,moderate_risk
S007C001P026R001A043,NTU,high_risk
S007C001P026R002A008,NTU,low_risk
S007C001P026R002A009,NTU,low_risk
S007C001P026R002A042,NTU,moderate_risk
S007C001P026R002A043,NTU,high_risk
S007C001P027R001A008,NTU,low_risk
S007C001P027R001A009,NTU,low_risk
S007C001P027R001A042,NTU,moderate_risk
S007C001P027R001A043,NTU,high_risk
S007C001P027R002A008,NTU,low_risk
S007C001P027R002A009,NTU,low_risk
S007C001P027R002A042,NTU,moderate_risk
S007C001P027R002A043,NTU,high_risk
S007C001P028R001A008,NTU,low_risk
S007C001P028R001A009,NTU,low_risk
S007C001P028R001A042,NTU,moderate_risk
S007C001P028R001A043,NTU,high_risk
S007C001P028R002A008,NTU,low_risk
S007C001P028R002A009,NTU,low_risk
S007C001P028R002A042,NTU,moderate_risk
S007C001P028R002A043,NTU,high_risk
S007C002P001R001A008,NTU,low_risk
S007C002P001R001A009,NTU,low_risk
S007C002P001R001A042,NTU,moderate_risk
S007C002P001R001A043,NTU,high_risk
S007C002P001R002A008,NTU,low_risk
S007C002P001R002A009,NTU,low_risk
S007C002P001R002A042,NTU,moderate_risk
S007C002P001R002A043,NTU,high_risk
S007C002P008R001A008,NTU,low_risk
S007C002P008R001A009,NTU,low_risk
S007C002P008R001A042,NTU,moderate_risk
S007C002P008R001A043,NTU,high_risk
S007C002P008R002A008,NTU,low_risk
S007C002P008R002A009,NTU,low_risk
S007C002P008R002A042,NTU,moderate_risk
S007C002P008R002A043,NTU,high_risk
S007C002P016R001A008,NTU,low_risk
S007C002P016R001A009,NTU,low_risk
S007C002P016R001A042,NTU,moderate_risk
S007C002P016R001A043,NTU,high_risk
S007C002P016R002A008,NTU,low_risk
S007C002P016R002A009,NTU,low_risk
S007C002P016R002A042,NTU,moderate_risk
S007C002P016R002A043,NTU,high_risk
S007C002P018R001A008,NTU,low_risk
S007C002P018R001A009,NTU,low_risk
S007C002P018R001A042,NTU,moderate_risk
S007C002P018R001A043,NTU,high_risk
S007C002P018R002A008,NTU,low_risk
S007C002P018R002A009,NTU,low_risk
S007C002P018R002A042,NTU,moderate_risk
S007C002P018R002A043,NTU,high_risk
S007C002P019R001A008,NTU,low_risk
S007C002P019R001A009,NTU,low_risk
S007C002P019R001A042,NTU,moderate_risk
S007C002P019R001A043,NTU,high_risk
S007C002P019R002A008,NTU,low_risk
S007C002P019R002A009,NTU,low_risk
S007C002P019R002A042,NTU,moderate_risk
S007C002P019R002A043,NTU,high_risk
S007C002P025R001A008,NTU,low_risk
S007C002P025R001A009,NTU,low_risk
S007C002P025R001A042,NTU,moderate_risk
S007C002P025R001A043,NTU,high_risk
S007C002P025R002A008,NTU,low_risk
S007C002P025R002A009,NTU,low_risk
S007C002P025R002A042,NTU,moderate_risk
S007C002P025R002A043,NTU,high_risk
S007C002P026R001A008,NTU,low_risk
S007C002P026R001A009,NTU,low_risk
S007C002P026R001A042,NTU,moderate_risk
S007C002P026R001A043,NTU,high_risk
S007C002P026R002A008,NTU,low_risk
S007C002P026R002A009,NTU,low_risk
S007C002P026R002A042,NTU,moderate_risk
S007C002P026R002A043,NTU,high_risk
S007C002P027R001A008,NTU,low_risk
S007C002P027R001A009,NTU,low_risk
S007C002P027R001A042,NTU,moderate_risk
S007C002P027R001A043,NTU,high_risk
S007C002P027R002A008,NTU,low_risk
S007C002P027R002A009,NTU,low_risk
S007C002P027R002A042,NTU,moderate_risk
S007C002P027R002A043,NTU,high_risk
S007C002P028R001A008,NTU,low_risk
S007C002P028R001A009,NTU,low_risk
S007C002P028R001A042,NTU,moderate_risk
S007C002P028R001A043,NTU,high_risk
S007C002P028R002A008,NTU,low_risk
S007C002P028R002A009,NTU,low_risk
S007C002P028R002A042,NTU,moderate_risk
S007C002P028R002A043,NTU,high_risk
S007C003P001R001A008,NTU,low_risk
S007C003P001R001A009,NTU,low_risk
S007C003P001R001A042,NTU,moderate_risk
S007C003P001R001A043,NTU,high_risk
S007C003P001R002A008,NTU,low_risk
S007C003P001R002A009,NTU,low_risk
S007C003P001R002A042,NTU,moderate_risk
S007C003P001R002A043,NTU,high_risk
S007C003P008R001A008,NTU,low_risk
S007C003P008R001A009,NTU,low_risk
S007C003P008R001A042,NTU,moderate_risk
S007C003P008R001A043,NTU,high_risk
S007C003P008R002A008,NTU,low_risk
S007C003P008R002A009,NTU,low_risk
S007C003P008R002A042,NTU,moderate_risk
S007C003P008R002A043,NTU,high_risk
S007C003P016R001A008,NTU,low_risk
S007C003P016R001A009,NTU,low_risk
S007C003P016R001A042,NTU,moderate_risk
S007C003P016R001A043,NTU,high_risk
S007C003P016R002A008,NTU,low_risk
S007C003P016R002A009,NTU,low_risk
S007C003P016R002A042,NTU,moderate_risk
S007C003P016R002A043,NTU,high_risk
S007C003P018R001A008,NTU,low_risk
S007C003P018R001A009,NTU,low_risk
S007C003P018R001A042,NTU,moderate_risk
S007C003P018R001A043,NTU,high_risk
S007C003P018R002A008,NTU,low_risk
S007C003P018R002A009,NTU,low_risk
S007C003P018R002A042,NTU,moderate_risk
S007C003P018R002A043,NTU,high_risk
S007C003P019R001A008,NTU,low_risk
S007C003P019R001A009,NTU,low_risk
S007C003P019R001A042,NTU,moderate_risk
S007C003P019R001A043,NTU,high_risk
S007C003P019R002A008,NTU,low_risk
S007C003P019R002A009,NTU,low_risk
S007C003P019R002A042,NTU,moderate_risk
S007C003P019R002A043,NTU,high_risk
S007C003P025R001A008,NTU,low_risk
S007C003P025R001A009,NTU,low_risk
S007C003P025R001A042,NTU,moderate_risk
S007C003P025R001A043,NTU,high_risk
S007C003P025R002A008,NTU,low_risk
S007C003P025R002A009,NTU,low_risk
S007C003P025R002A042,NTU,moderate_risk
S007C003P025R002A043,NTU,high_risk
S007C003P026R001A008,NTU,low_risk
S007C003P026R001A009,NTU,low_risk
S007C003P026R001A042,NTU,moderate_risk
S007C003P026R001A043,NTU,high_risk
S007C003P026R002A008,NTU,low_risk
S007C003P026R002A009,NTU,low_risk
S007C003P026R002A042,NTU,moderate_risk
S007C003P026R002A043,NTU,high_risk
S007C003P027R001A008,NTU,low_risk
S007C003P027R001A009,NTU,low_risk
S007C003P027R001A042,NTU,moderate_risk
S007C003P027R001A043,NTU,high_risk
S007C003P027R002A008,NTU,low_risk
S007C003P027R002A009,NTU,low_risk
S007C003P027R002A042,NTU,moderate_risk
S007C003P027R002A043,NTU,high_risk
S007C003P028R001A008,NTU,low_risk
S007C003P028R001A009,NTU,low_risk
S007C003P028R001A042,NTU,moderate_risk
S007C003P028R001A043,NTU,high_risk
S007C003P028R002A008,NTU,low_risk
S007C003P028R002A009,NTU,low_risk
S007C003P028R002A042,NTU,moderate_risk
S007C003P028R002A043,NTU,high_risk
S008C001P001R001A008,NTU,low_risk
S008C001P001R001A009,NTU,low_risk
S008C001P001R001A042,NTU,moderate_risk
S008C001P001R001A043,NTU,high_risk
S008C001P001R002A008,NTU,low_risk
S008C001P001R002A009,NTU,low_risk
S008C001P001R002A042,NTU,moderate_risk
S008C001P001R002A043,NTU,high_risk
S008C001P008R001A008,NTU,low_risk
S008C001P008R001A009,NTU,low_risk
S008C001P008R001A042,NTU,moderate_risk
S008C001P008R001A043,NTU,high_risk
S008C001P008R002A008,NTU,low_risk
S008C001P008R002A009,NTU,low_risk
S008C001P008R002A042,NTU,moderate_risk
S008C001P008R002A043,NTU,high_risk
S008C001P019R001A008,NTU,low_risk
S008C001P019R001A009,NTU,low_risk
S008C001P019R001A042,NTU,moderate_risk
S008C001P019R001A043,NTU,high_risk
S008C001P019R002A008,NTU,low_risk
S008C001P019R002A009,NTU,low_risk
S008C001P019R002A042,NTU,moderate_risk
S008C001P019R002A043,NTU,high_risk
S008C001P025R001A008,NTU,low_risk
S008C001P025R001A009,NTU,low_risk
S008C001P025R001A042,NTU,moderate_risk
S008C001P025R001A043,NTU,high_risk
S008C001P025R002A008,NTU,low_risk
S008C001P025R002A009,NTU,low_risk
S008C001P025R002A042,NTU,moderate_risk
S008C001P025R002A043,NTU,high_risk
S008C001P029R001A008,NTU,low_risk
S008C001P029R001A009,NTU,low_risk
S008C001P029R001A042,NTU,moderate_risk
S008C001P029R001A043,NTU,high_risk
S008C001P029R002A008,NTU,low_risk
S008C001P029R002A009,NTU,low_risk
S008C001P029R002A042,NTU,moderate_risk
S008C001P029R002A043,NTU,high_risk
S008C001P030R001A008,NTU,low_risk
S008C001P030R001A009,NTU,low_risk
S008C001P030R001A042,NTU,moderate_risk
S008C001P030R001A043,NTU,high_risk
S008C001P030R002A008,NTU,low_risk
S008C001P030R002A009,NTU,low_risk
S008C001P030R002A042,NTU,moderate_risk
S008C001P030R002A043,NTU,high_risk
S008C001P032R001A008,NTU,low_risk
S008C001P032R001A009,NTU,low_risk
S008C001P032R001A042,NTU,moderate_risk
S008C001P032R001A043,NTU,high_risk
S008C001P032R002A008,NTU,low_risk
S008C001P032R002A009,NTU,low_risk
S008C001P032R002A042,NTU,moderate_risk
S008C001P032R002A043,NTU,high_risk
S008C001P033R001A008,NTU,low_risk
S008C001P033R001A009,NTU,low_risk
S008C001P033R001A042,NTU,moderate_risk
S008C001P033R001A043,NTU,high_risk
S008C001P033R002A008,NTU,low_risk
S008C001P033R002A009,NTU,low_risk
S008C001P033R002A042,NTU,moderate_risk
S008C001P033R002A043,NTU,high_risk
S008C001P034R001A008,NTU,low_risk
S008C001P034R001A009,NTU,low_risk
S008C001P034R001A042,NTU,moderate_risk
S008C001P034R001A043,NTU,high_risk
S008C001P034R002A008,NTU,low_risk
S008C001P034R002A009,NTU,low_risk
S008C001P034R002A042,NTU,moderate_risk
S008C001P034R002A043,NTU,high_risk
S008C002P001R001A008,NTU,low_risk
S008C002P001R001A009,NTU,low_risk
S008C002P001R001A042,NTU,moderate_risk
S008C002P001R001A043,NTU,high_risk
S008C002P001R002A008,NTU,low_risk
S008C002P001R002A009,NTU,low_risk
S008C002P001R002A042,NTU,moderate_risk
S008C002P001R002A043,NTU,high_risk
S008C002P008R001A008,NTU,low_risk
S008C002P008R001A009,NTU,low_risk
S008C002P008R001A042,NTU,moderate_risk
S008C002P008R001A043,NTU,high_risk
S008C002P008R002A008,NTU,low_risk
S008C002P008R002A009,NTU,low_risk
S008C002P008R002A042,NTU,moderate_risk
S008C002P008R002A043,NTU,high_risk
S008C002P019R001A008,NTU,low_risk
S008C002P019R001A009,NTU,low_risk
S008C002P019R001A042,NTU,moderate_risk
S008C002P019R001A043,NTU,high_risk
S008C002P019R002A008,NTU,low_risk
S008C002P019R002A009,NTU,low_risk
S008C002P019R002A042,NTU,moderate_risk
S008C002P019R002A043,NTU,high_risk
S008C002P025R001A008,NTU,low_risk
S008C002P025R001A009,NTU,low_risk
S008C002P025R001A042,NTU,moderate_risk
S008C002P025R001A043,NTU,high_risk
S008C002P025R002A008,NTU,low_risk
S008C002P025R002A009,NTU,low_risk
S008C002P025R002A042,NTU,moderate_risk
S008C002P025R002A043,NTU,high_risk
S008C002P029R001A008,NTU,low_risk
S008C002P029R001A009,NTU,low_risk
S008C002P029R001A042,NTU,moderate_risk
S008C002P029R001A043,NTU,high_risk
S008C002P029R002A008,NTU,low_risk
S008C002P029R002A009,NTU,low_risk
S008C002P029R002A042,NTU,moderate_risk
S008C002P029R002A043,NTU,high_risk
S008C002P030R001A008,NTU,low_risk
S008C002P030R001A009,NTU,low_risk
S008C002P030R001A042,NTU,moderate_risk
S008C002P030R001A043,NTU,high_risk
S008C002P030R002A008,NTU,low_risk
S008C002P030R002A009,NTU,low_risk
S008C002P030R002A042,NTU,moderate_risk
S008C002P030R002A043,NTU,high_risk
S008C002P032R001A008,NTU,low_risk
S008C002P032R001A009,NTU,low_risk
S008C002P032R001A042,NTU,moderate_risk
S008C002P032R001A043,NTU,high_risk
S008C002P032R002A008,NTU,low_risk
S008C002P032R002A009,NTU,low_risk
S008C002P032R002A042,NTU,moderate_risk
S008C002P032R002A043,NTU,high_risk
S008C002P033R001A008,NTU,low_risk
S008C002P033R001A009,NTU,low_risk
S008C002P033R001A042,NTU,moderate_risk
S008C002P033R001A043,NTU,high_risk
S008C002P033R002A008,NTU,low_risk
S008C002P033R002A009,NTU,low_risk
S008C002P033R002A042,NTU,moderate_risk
S008C002P033R002A043,NTU,high_risk
S008C002P034R001A008,NTU,low_risk
S008C002P034R001A009,NTU,low_risk
S008C002P034R001A042,NTU,moderate_risk
S008C002P034R001A043,NTU,high_risk
S008C002P034R002A008,NTU,low_risk
S008C002P034R002A009,NTU,low_risk
S008C002P034R002A042,NTU,moderate_risk
S008C002P034R002A043,NTU,high_risk
S008C003P001R001A008,NTU,low_risk
S008C003P001R001A009,NTU,low_risk
S008C003P001R001A042,NTU,moderate_risk
S008C003P001R001A043,NTU,high_risk
S008C003P001R002A008,NTU,low_risk
S008C003P001R002A009,NTU,low_risk
S008C003P001R002A042,NTU,moderate_risk
S008C003P001R002A043,NTU,high_risk
S008C003P008R001A008,NTU,low_risk
S008C003P008R001A009,NTU,low_risk
S008C003P008R001A042,NTU,moderate_risk
S008C003P008R001A043,NTU,high_risk
S008C003P008R002A008,NTU,low_risk
S008C003P008R002A009,NTU,low_risk
S008C003P008R002A042,NTU,moderate_risk
S008C003P008R002A043,NTU,high_risk
S008C003P019R001A008,NTU,low_risk
S008C003P019R001A009,NTU,low_risk
S008C003P019R001A042,NTU,moderate_risk
S008C003P019R001A043,NTU,high_risk
S008C003P019R002A008,NTU,low_risk
S008C003P019R002A009,NTU,low_risk
S008C003P019R002A042,NTU,moderate_risk
S008C003P019R002A043,NTU,high_risk
S008C003P025R001A008,NTU,low_risk
S008C003P025R001A009,NTU,low_risk
S008C003P025R001A042,NTU,moderate_risk
S008C003P025R001A043,NTU,high_risk
S008C003P025R002A008,NTU,low_risk
S008C003P025R002A009,NTU,low_risk
S008C003P025R002A042,NTU,moderate_risk
S008C003P025R002A043,NTU,high_risk
S008C003P029R001A008,NTU,low_risk
S008C003P029R001A009,NTU,low_risk
S008C003P029R001A042,NTU,moderate_risk
S008C003P029R001A043,NTU,high_risk
S008C003P029R002A008,NTU,low_risk
S008C003P029R002A009,NTU,low_risk
S008C003P029R002A042,NTU,moderate_risk
S008C003P029R002A043,NTU,high_risk
S008C003P030R001A008,NTU,low_risk
S008C003P030R001A009,NTU,low_risk
S008C003P030R001A042,NTU,moderate_risk
S008C003P030R001A043,NTU,high_risk
S008C003P030R002A008,NTU,low_risk
S008C003P030R002A009,NTU,low_risk
S008C003P030R002A042,NTU,moderate_risk
S008C003P030R002A043,NTU,high_risk
S008C003P032R001A008,NTU,low_risk
S008C003P032R001A009,NTU,low_risk
S008C003P032R001A042,NTU,moderate_risk
S008C003P032R001A043,NTU,high_risk
S008C003P032R002A008,NTU,low_risk
S008C003P032R002A009,NTU,low_risk
S008C003P032R002A042,NTU,moderate_risk
S008C003P032R002A043,NTU,high_risk
S008C003P033R001A008,NTU,low_risk
S008C003P033R001A009,NTU,low_risk
S008C003P033R001A042,NTU,moderate_risk
S008C003P033R001A043,NTU,high_risk
S008C003P033R002A008,NTU,low_risk
S008C003P033R002A009,NTU,low_risk
S008C003P033R002A042,NTU,moderate_risk
S008C003P033R002A043,NTU,high_risk
S008C003P034R001A008,NTU,low_risk
S008C003P034R001A009,NTU,low_risk
S008C003P034R001A042,NTU,moderate_risk
S008C003P034R001A043,NTU,high_risk
S008C003P034R002A008,NTU,low_risk
S008C003P034R002A009,NTU,low_risk
S008C003P034R002A042,NTU,moderate_risk
S008C003P034R002A043,NTU,high_risk
S009C001P008R001A008,NTU,low_risk
S009C001P008R001A009,NTU,low_risk
S009C001P008R001A042,NTU,moderate_risk
S009C001P008R001A043,NTU,high_risk
S009C001P008R002A008,NTU,low_risk
S009C001P008R002A009,NTU,low_risk
S009C001P008R002A042,NTU,moderate_risk
S009C001P008R002A043,NTU,high_risk
S009C001P016R001A008,NTU,low_risk
S009C001P016R001A009,NTU,low_risk
S009C001P016R001A042,NTU,moderate_risk
S009C001P016R001A043,NTU,high_risk
S009C001P016R002A008,NTU,low_risk
S009C001P016R002A009,NTU,low_risk
S009C001P016R002A042,NTU,moderate_risk
S009C001P016R002A043,NTU,high_risk
S009C001P019R001A008,NTU,low_risk
S009C001P019R001A009,NTU,low_risk
S009C001P019R001A042,NTU,moderate_risk
S009C001P019R001A043,NTU,high_risk
S009C001P019R002A008,NTU,low_risk
S009C001P019R002A009,NTU,low_risk
S009C001P019R002A042,NTU,moderate_risk
S009C001P019R002A043,NTU,high_risk
S009C001P025R001A008,NTU,low_risk
S009C001P025R001A009,NTU,low_risk
S009C001P025R001A042,NTU,moderate_risk
S009C001P025R001A043,NTU,high_risk
S009C001P025R002A008,NTU,low_risk
S009C001P025R002A009,NTU,low_risk
S009C001P025R002A042,NTU,moderate_risk
S009C001P025R002A043,NTU,high_risk
S009C002P008R001A008,NTU,low_risk
S009C002P008R001A009,NTU,low_risk
S009C002P008R001A042,NTU,moderate_risk
S009C002P008R001A043,NTU,high_risk
S009C002P008R002A008,NTU,low_risk
S009C002P008R002A009,NTU,low_risk
S009C002P008R002A042,NTU,moderate_risk
S009C002P008R002A043,NTU,high_risk
S009C002P016R001A008,NTU,low_risk
S009C002P016R001A009,NTU,low_risk
S009C002P016R001A042,NTU,moderate_risk
S009C002P016R001A043,NTU,high_risk
S009C002P016R002A008,NTU,low_risk
S009C002P016R002A009,NTU,low_risk
S009C002P016R002A042,NTU,moderate_risk
S009C002P016R002A043,NTU,high_risk
S009C002P019R001A008,NTU,low_risk
S009C002P019R001A009,NTU,low_risk
S009C002P019R001A042,NTU,moderate_risk
S009C002P019R001A043,NTU,high_risk
S009C002P019R002A008,NTU,low_risk
S009C002P019R002A009,NTU,low_risk
S009C002P019R002A042,NTU,moderate_risk
S009C002P019R002A043,NTU,high_risk
S009C002P025R001A008,NTU,low_risk
S009C002P025R001A009,NTU,low_risk
S009C002P025R001A042,NTU,moderate_risk
S009C002P025R001A043,NTU,high_risk
S009C002P025R002A008,NTU,low_risk
S009C002P025R002A009,NTU,low_risk
S009C002P025R002A042,NTU,moderate_risk
S009C002P025R002A043,NTU,high_risk
S009C003P008R001A008,NTU,low_risk
S009C003P008R001A009,NTU,low_risk
S009C003P008R001A042,NTU,moderate_risk
S009C003P008R001A043,NTU,high_risk
S009C003P008R002A008,NTU,low_risk
S009C003P008R002A009,NTU,low_risk
S009C003P008R002A042,NTU,moderate_risk
S009C003P008R002A043,NTU,high_risk
S009C003P016R001A008,NTU,low_risk
S009C003P016R001A009,NTU,low_risk
S009C003P016R001A042,NTU,moderate_risk
S009C003P016R001A043,NTU,high_risk
S009C003P016R002A008,NTU,low_risk
S009C003P016R002A009,NTU,low_risk
S009C003P016R002A042,NTU,moderate_risk
S009C003P016R002A043,NTU,high_risk
S009C003P019R001A008,NTU,low_risk
S009C003P019R001A009,NTU,low_risk
S009C003P019R001A042,NTU,moderate_risk
S009C003P019R001A043,NTU,high_risk
S009C003P019R002A008,NTU,low_risk
S009C003P019R002A009,NTU,low_risk
S009C003P019R002A042,NTU,moderate_risk
S009C003P019R002A043,NTU,high_risk
S009C003P025R001A008,NTU,low_risk
S009C003P025R001A009,NTU,low_risk
S009C003P025R001A042,NTU,moderate_risk
S009C003P025R001A043,NTU,high_risk
S009C003P025R002A008,NTU,low_risk
S009C003P025R002A009,NTU,low_risk
S009C003P025R002A042,NTU,moderate_risk
S009C003P025R002A043,NTU,high_risk
S010C001P008R001A008,NTU,low_risk
S010C001P008R001A009,NTU,low_risk
S010C001P008R001A042,NTU,moderate_risk
S010C001P008R001A043,NTU,high_risk
S010C001P008R002A008,NTU,low_risk
S010C001P008R002A009,NTU,low_risk
S010C001P008R002A042,NTU,moderate_risk
S010C001P008R002A043,NTU,high_risk
S010C001P016R001A008,NTU,low_risk
S010C001P016R001A009,NTU,low_risk
S010C001P016R001A042,NTU,moderate_risk
S010C001P016R001A043,NTU,high_risk
S010C001P016R002A008,NTU,low_risk
S010C001P016R002A009,NTU,low_risk
S010C001P016R002A042,NTU,moderate_risk
S010C001P016R002A043,NTU,high_risk
S010C001P018R001A008,NTU,low_risk
S010C001P018R001A009,NTU,low_risk
S010C001P018R001A042,NTU,moderate_risk
S010C001P018R001A043,NTU,high_risk
S010C001P018R002A008,NTU,low_risk
S010C001P018R002A009,NTU,low_risk
S010C001P018R002A042,NTU,moderate_risk
S010C001P018R002A043,NTU,high_risk
S010C001P019R001A008,NTU,low_risk
S010C001P019R001A009,NTU,low_risk
S010C001P019R001A042,NTU,moderate_risk
S010C001P019R001A043,NTU,high_risk
S010C001P019R002A008,NTU,low_risk
S010C001P019R002A009,NTU,low_risk
S010C001P019R002A042,NTU,moderate_risk
S010C001P019R002A043,NTU,high_risk
S010C001P021R001A008,NTU,low_risk
S010C001P021R001A009,NTU,low_risk
S010C001P021R001A042,NTU,moderate_risk
S010C001P021R001A043,NTU,high_risk
S010C001P021R002A008,NTU,low_risk
S010C001P021R002A009,NTU,low_risk
S010C001P021R002A042,NTU,moderate_risk
S010C001P021R002A043,NTU,high_risk
S010C001P025R001A008,NTU,low_risk
S010C001P025R001A009,NTU,low_risk
S010C001P025R001A042,NTU,moderate_risk
S010C001P025R001A043,NTU,high_risk
S010C001P025R002A008,NTU,low_risk
S010C001P025R002A009,NTU,low_risk
S010C001P025R002A042,NTU,moderate_risk
S010C001P025R002A043,NTU,high_risk
S010C002P008R001A008,NTU,low_risk
S010C002P008R001A009,NTU,low_risk
S010C002P008R001A042,NTU,moderate_risk
S010C002P008R001A043,NTU,high_risk
S010C002P008R002A008,NTU,low_risk
S010C002P008R002A009,NTU,low_risk
S010C002P008R002A042,NTU,moderate_risk
S010C002P008R002A043,NTU,high_risk
S010C002P016R001A008,NTU,low_risk
S010C002P016R001A009,NTU,low_risk
S010C002P016R001A042,NTU,moderate_risk
S010C002P016R001A043,NTU,high_risk
S010C002P016R002A008,NTU,low_risk
S010C002P016R002A009,NTU,low_risk
S010C002P016R002A042,NTU,moderate_risk
S010C002P016R002A043,NTU,high_risk
S010C002P018R001A008,NTU,low_risk
S010C002P018R001A009,NTU,low_risk
S010C002P018R001A042,NTU,moderate_risk
S010C002P018R001A043,NTU,high_risk
S010C002P018R002A008,NTU,low_risk
S010C002P018R002A009,NTU,low_risk
S010C002P018R002A042,NTU,moderate_risk
S010C002P018R002A043,NTU,high_risk
S010C002P019R001A008,NTU,low_risk
S010C002P019R001A009,NTU,low_risk
S010C002P019R001A042,NTU,moderate_risk
S010C002P019R001A043,NTU,high_risk
S010C002P019R002A008,NTU,low_risk
S010C002P019R002A009,NTU,low_risk
S010C002P019R002A042,NTU,moderate_risk
S010C002P019R002A043,NTU,high_risk
S010C002P021R001A008,NTU,low_risk
S010C002P021R001A009,NTU,low_risk
S010C002P021R001A042,NTU,moderate_risk
