sequence_id,dataset,label,risk_level,pose_array_path,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score
S005C001P017R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C001P017R002A008.npy,0.026779257,0.11742314,0.022513663,0.030971827,0.13608679,0.029177928,0.56505275,0.42702585,0.09531909,5.3537397,11.707829,1.8934819,-1.2089996,1.7018497,0.054565046,0.89136904,0.075598605,0.09811227
S005C001P017R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C001P017R002A009.npy,0.018320534,0.08158399,0.014629245,0.01921335,0.097353205,0.015926233,0.48467445,-0.30353585,0.057322294,5.97934,17.320837,4.8010206,0.9463239,1.7982073,0.037862156,0.40486535,0.046994835,0.06162408
S005C001P017R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C001P017R002A042.npy,0.029381301,0.09279245,0.018514782,0.04188531,0.14906931,0.028042823,0.18175489,-0.016917527,0.0667513,2.9160683,8.529802,2.1412375,-0.062092304,0.3594141,0.06585463,0.81378937,0.07679598,0.09531076
S005C001P017R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C001P017R002A043.npy,0.026440434,0.110074215,0.025217157,0.023552489,0.13020687,0.02559498,0.61750275,0.40716037,0.0707013,21.205452,53.089363,19.82135,-2.2803721,2.631858,0.05901919,0.97119045,0.08369293,0.108910084
S005C001P018R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C001P018R001A008.npy,0.017270964,0.0508812,0.013134379,0.016825117,0.07654129,0.013489771,0.4493897,0.38800663,0.04534185,6.7030244,18.95227,5.9688263,-1.3607912,1.7776022,0.03481167,0.6181746,0.054721933,0.06785631
S005C001P018R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C001P018R001A009.npy,0.017018916,0.08505962,0.015621791,0.014096473,0.09854841,0.016946593,0.6135648,-0.45782965,0.06959307,5.2521877,13.441783,4.13415,1.2629747,1.6470833,0.031247154,0.9283898,0.062362786,0.07798458
S005C001P018R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C001P018R001A042.npy,0.022072125,0.08906543,0.015916279,0.022808848,0.10479472,0.019842304,0.16930759,-0.07268423,0.08461809,3.3750978,9.603136,2.1666098,-0.116154194,0.838922,0.0455926,0.71553725,0.060141813,0.07605809
S005C001P018R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C001P018R001A043.npy,0.03431172,0.16559014,0.035270642,0.02896476,0.21367712,0.034303486,0.7967626,0.60868275,0.1256887,15.516545,30.887928,9.697498,-2.5472665,2.9631531,0.063635886,1.1911211,0.106296875,0.14156751
S005C001P018R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C001P018R002A008.npy,0.017143883,0.09263901,0.016718976,0.015358696,0.107381105,0.018644253,0.40172154,0.3263874,0.07357234,6.6559057,21.522482,6.8281198,-1.3859916,1.734868,0.03333258,0.37459967,0.044782665,0.06150164
S005C001P018R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C001P018R002A009.npy,0.011697565,0.054366745,0.010893926,0.0081728455,0.050963353,0.009276459,0.38718325,-0.32420594,0.043799043,4.5202374,12.3976145,3.7644482,1.4173331,1.6991463,0.02287258,0.41382417,0.03304646,0.043940388
S005C001P018R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C001P018R002A042.npy,0.018389568,0.14605796,0.01752404,0.020527137,0.16429536,0.025146531,0.21945202,-0.11000347,0.14590943,1.6585635,4.5611777,1.2743347,0.022551537,0.61103487,0.036834177,1.4878268,0.06859654,0.08612058
S005C001P018R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C001P018R002A043.npy,0.020999184,0.086436145,0.01777254,0.014810256,0.06656463,0.013052984,0.6034946,0.5095626,0.052336752,11.913063,20.683956,7.283507,-2.5957913,3.064539,0.044398967,0.5867402,0.05862301,0.07639555
S005C001P021R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C001P021R001A008.npy,0.019585462,0.09880382,0.017862767,0.019479973,0.101200625,0.020006867,0.60310644,0.44229916,0.05082628,8.500354,18.510334,4.662106,-0.7767916,1.7186918,0.03946171,0.7032351,0.055957947,0.07382071
S005C001P021R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C001P021R001A009.npy,0.020028515,0.0905683,0.01768193,0.019973423,0.08776903,0.015425069,0.5846913,-0.4516714,0.056076944,13.281882,46.084606,11.362149,0.93640614,2.2920415,0.0419442,0.44438353,0.05056453,0.06824646
S005C001P021R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C001P021R001A042.npy,0.026642375,0.15437914,0.021964177,0.026168127,0.13973366,0.026628036,0.21241015,0.0026313663,0.061300516,4.7576084,14.230432,3.139341,-0.03360796,0.58257294,0.05442825,0.85441923,0.077797465,0.09976164
S005C001P021R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C001P021R001A043.npy,0.030630106,0.123927325,0.023726996,0.032166243,0.1803995,0.036439735,0.3200966,0.103269875,0.0874936,44.333073,89.849335,35.717476,-1.9860783,2.7447612,0.0750678,1.2247022,0.09471087,0.11843787
S005C001P021R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C001P021R002A008.npy,0.04791916,0.3580408,0.07439915,0.071756035,0.5063114,0.11254132,0.9457563,0.44754452,0.34828153,9.550708,65.15832,11.539966,-1.5322804,3.188081,0.086397015,1.013427,0.13968365,0.2140828
S005C001P021R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C001P021R002A009.npy,0.017799491,0.13668321,0.022694524,0.020119444,0.14690481,0.025177944,0.5186941,-0.46304244,0.048178554,7.0911098,21.42316,5.2524443,1.5791826,2.5874853,0.036757015,0.34247354,0.04882504,0.07151957
S005C001P021R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C001P021R002A042.npy,0.026362449,0.14477432,0.026923874,0.035427958,0.16630599,0.03675731,0.12392521,0.00031983852,0.053683877,6.4808216,16.56736,4.7438307,-0.069039345,0.60396147,0.05744236,1.0500704,0.086303025,0.1132269
S005C001P021R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C001P021R002A043.npy,0.026606102,0.14668804,0.029145427,0.031608094,0.13772619,0.03141713,0.6195419,0.36502784,0.09286523,36.108036,89.80148,35.479553,-0.5956173,1.3351007,0.06932218,1.1847959,0.102076836,0.13122226
S005C002P004R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P004R001A008.npy,0.030396866,0.1504481,0.028172018,0.03193119,0.13201346,0.029204482,0.5860993,0.5547515,0.14372385,9.186133,26.5616,7.582627,-1.8084552,2.223891,0.06573708,1.2615677,0.10539685,0.13356887
S005C002P004R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P004R001A009.npy,0.04014288,0.5748665,0.067544185,0.038154714,0.32944334,0.049494278,0.8482984,-0.036286354,0.49246415,7.71611,25.521332,7.4829226,-0.36803532,2.3592994,0.06421604,1.8587534,0.15067843,0.21822262
S005C002P004R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P004R001A042.npy,0.017936805,0.07628902,0.018495448,0.026044097,0.09785296,0.025147675,0.1631031,-0.022227287,0.06198877,14.745868,23.00882,5.449486,-0.11902046,0.84666586,0.035898745,1.0583016,0.068543755,0.0870392
S005C002P004R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P004R001A043.npy,0.01505299,0.11045943,0.017770622,0.01570051,0.1411274,0.021843893,0.39788595,0.37887046,0.06491202,25.883629,57.647495,15.07517,-2.5351753,2.7439642,0.035475183,1.2592762,0.0692093,0.086979926
S005C002P004R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P004R002A008.npy,0.014264937,0.15622756,0.0200393,0.008899443,0.08720586,0.0123024285,0.5374119,0.32596487,0.116113305,0.8783223,3.135253,0.6248574,-1.2180896,1.9080074,0.024770001,0.9839667,0.049720816,0.069760114
S005C002P004R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P004R002A009.npy,0.014164123,0.06639458,0.013330957,0.010416305,0.06807115,0.011393233,0.5880809,-0.54932475,0.054563403,1.2561983,2.7558022,0.7353177,1.5968466,2.2478404,0.027343508,0.37247676,0.03626667,0.04959763
S005C002P004R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P004R002A042.npy,0.035765406,0.8570896,0.08688732,0.04456507,0.84955335,0.09137743,0.5674287,-0.43721327,0.55306566,4.525675,16.638475,4.2823777,1.2213311,1.7356772,0.06936906,2.2242677,0.16208522,0.24897254
S005C002P004R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P004R002A043.npy,0.024262002,0.6952143,0.07270711,0.022350797,0.5079706,0.05744165,0.56941605,-0.11712921,0.44723305,23.344532,77.998215,27.572563,-0.19134712,1.9610424,0.046706907,1.8331791,0.12394687,0.19665398
S005C002P010R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P010R001A008.npy,0.03519055,0.28059378,0.04205751,0.05494595,0.30132502,0.054119527,0.996519,0.8956981,0.2782914,26.534645,58.791103,20.68934,-2.0212016,2.9649024,0.075354226,2.3886516,0.15622547,0.19828299
S005C002P010R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P010R001A009.npy,0.027591428,0.19213785,0.030559417,0.025475264,0.1885397,0.033115905,0.7651285,-0.58869517,0.119932055,9.042341,17.010042,3.9549892,1.9136124,2.862615,0.0529574,1.2999027,0.09541634,0.12597576
S005C002P010R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P010R001A042.npy,0.037498195,0.17939629,0.030910531,0.054606583,0.2537331,0.04341674,0.21415716,0.014226615,0.08118224,17.178486,31.154861,6.7058845,-1.1240149,1.6415663,0.08412618,2.2312567,0.1447456,0.17565614
S005C002P010R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P010R001A043.npy,0.039044138,0.41811824,0.051097944,0.048451856,0.55355996,0.066568896,0.76438695,0.59406793,0.13560924,26.35554,65.312065,14.523258,-3.276379,3.7446487,0.08694119,2.4713836,0.17130767,0.22240561
S005C002P010R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P010R002A008.npy,0.018612558,0.18167953,0.02469171,0.01657357,0.14912744,0.025132492,0.5679859,0.53070843,0.15956348,6.33538,17.495272,4.588811,-1.2591348,2.3432112,0.037417263,0.5566878,0.056116052,0.08080776
S005C002P010R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P010R002A009.npy,0.012067327,0.05764797,0.010614045,0.0074800984,0.03336115,0.00765116,0.48564777,-0.42187855,0.039293647,2.3855834,9.057446,2.7356622,1.6338596,2.240024,0.023292167,0.14724173,0.024908714,0.03552276
S005C002P010R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P010R002A042.npy,0.021812886,0.1436028,0.02433092,0.028995084,0.19528845,0.035642754,0.12611723,0.0636757,0.060180485,5.086475,13.488903,3.2328875,-0.19635487,0.8086648,0.050933722,1.1974021,0.08060964,0.10494056
S005C002P010R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P010R002A043.npy,0.021595372,0.1302157,0.02164384,0.013709752,0.08616519,0.01605392,0.713469,0.50114846,0.08830905,6.068817,28.209457,4.341046,-2.3299973,2.9824572,0.041694496,0.4545972,0.049413797,0.07105763
S005C002P013R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P013R001A008.npy,0.027815545,0.13401097,0.024579845,0.03167872,0.15989831,0.02900322,0.6639556,0.5899636,0.08675325,24.120398,60.036118,19.573746,-1.7163951,2.6538424,0.06442698,0.95840114,0.09400955,0.118589394
S005C002P013R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P013R001A009.npy,0.024687521,0.11117551,0.019999783,0.025810169,0.10934153,0.022598706,0.6696453,-0.63462806,0.06045866,11.276212,30.027992,7.864874,2.1697068,2.5193803,0.045030877,0.8074686,0.074341275,0.094341055
S005C002P013R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P013R001A042.npy,0.023531068,0.10049765,0.020696068,0.026183479,0.14641729,0.024362294,0.1602974,-0.09343034,0.04195535,17.870445,31.538025,7.3432765,-0.07912779,0.64518976,0.05136363,1.1373957,0.075090855,0.09578692
S005C002P013R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P013R001A043.npy,0.022449376,0.15921614,0.021116132,0.01872945,0.1210648,0.021794476,0.5894861,0.56356287,0.03329456,32.34862,62.014664,19.89754,-3.302931,3.677435,0.054099895,0.7192889,0.07404037,0.0951565
S005C002P013R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P013R002A008.npy,0.014612074,0.076147296,0.016739149,0.009394723,0.06580346,0.013657563,0.5850067,0.47243586,0.052890003,4.2884045,13.272779,3.0031188,-1.3369575,2.2053642,0.029333761,0.5325288,0.04788736,0.06462651
S005C002P013R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P013R002A009.npy,0.012591448,0.06553702,0.014545628,0.010002052,0.08579793,0.015089616,0.5595815,-0.54346275,0.056117058,2.2131274,8.298963,2.1631553,1.547946,1.8986752,0.024461037,0.41072407,0.035398435,0.04994406
S005C002P013R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P013R002A042.npy,0.01281312,0.043228105,0.008885808,0.00956749,0.046332784,0.009175628,0.083904326,-0.009228885,0.031091332,6.55396,18.150457,4.7498474,-0.08337927,0.6279435,0.037850082,0.38903847,0.036780357,0.045666166
S005C002P013R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P013R002A043.npy,0.019021994,0.064515874,0.016679067,0.010593467,0.07939225,0.015341077,0.57269895,0.53347194,0.057906777,7.2885895,24.221956,5.5415254,-3.0590432,3.2170107,0.037691377,0.48659772,0.043645054,0.06032412
S005C002P015R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P015R001A008.npy,0.031311013,0.15111071,0.027618248,0.038262106,0.15147606,0.033082772,0.5454782,0.32458395,0.074219,13.723022,31.268744,6.8751016,-0.904099,1.7704046,0.06374548,0.78511405,0.08779657,0.11541481
S005C002P015R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P015R001A009.npy,0.027049618,0.14675039,0.023809703,0.025801044,0.12987183,0.024329007,0.60936034,-0.4088639,0.09394069,15.439492,40.549824,10.867552,1.0306721,1.8407674,0.05358022,0.90676343,0.07498818,0.09879788
S005C002P015R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P015R001A042.npy,0.025493203,0.10847661,0.020278938,0.031344514,0.11460083,0.027044961,0.26650447,-0.107804954,0.06826514,5.142728,10.1442585,2.5554068,-0.08833122,0.8236942,0.06314577,1.4150387,0.09797558,0.11825452
S005C002P015R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P015R001A043.npy,0.025506292,0.107150614,0.023133434,0.02161815,0.11777559,0.023287464,1.0507104,1.0143442,0.08843821,17.861082,52.299725,17.72453,-3.4399521,3.9381003,0.050123807,1.2332516,0.09010217,0.11323561
S005C002P015R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P015R002A008.npy,0.010093599,0.050680935,0.009429345,0.0050028665,0.036288742,0.0062903184,0.41162547,0.33885583,0.043351054,2.6340826,5.9169774,1.5626633,-1.2356763,1.3855042,0.01886574,0.28972685,0.024555761,0.033985108
S005C002P015R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P015R002A009.npy,0.011900821,0.06497215,0.0102937715,0.009994091,0.05018526,0.010150566,0.374766,-0.32787848,0.05704266,1.3604572,3.9658911,1.2978433,1.2388744,1.5157204,0.022562448,0.48382267,0.03858306,0.04887683
S005C002P015R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P015R002A042.npy,0.01550575,0.13398059,0.017028445,0.015179535,0.117245175,0.019883594,0.1673637,-0.0180735,0.040350616,3.6499622,7.5016227,1.4276958,0.030316353,0.56029654,0.03391606,1.6255997,0.06928143,0.08630987
S005C002P015R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P015R002A043.npy,0.02084992,0.07341757,0.019275192,0.017233625,0.0879563,0.019432232,0.6349968,0.60771644,0.060906082,12.96729,51.435963,16.633387,-2.823604,3.074998,0.050012767,0.79085064,0.079145506,0.098420694
S005C002P016R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P016R001A008.npy,0.046456803,0.87216246,0.10118695,0.05543237,0.87216246,0.119514756,1.4561735,1.4492351,0.5373008,19.497576,57.32359,19.819077,-8.0466175,8.0466175,0.08539355,3.5281644,0.22216521,0.32335216
S005C002P016R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P016R001A009.npy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S005C002P016R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P016R001A042.npy,0.0296949,0.15441336,0.03132189,0.035024878,0.18762758,0.0350012,0.26806244,0.25612044,0.08074021,8.988828,16.70513,4.221293,-0.9604769,1.0513792,0.0613604,1.4042287,0.103125125,0.13444701
S005C002P016R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P016R001A043.npy,0.018403884,0.12071794,0.02115514,0.019659152,0.14575243,0.022801112,0.53348994,0.5226946,0.07778829,11.602667,25.19074,5.0169206,-2.434695,2.5196497,0.043134145,1.1269432,0.08635248,0.107507624
S005C002P016R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P016R002A008.npy,0.0297347,0.15070674,0.029625814,0.033105806,0.18508609,0.035010565,0.73547477,0.575197,0.15017319,5.395271,15.390249,3.8898003,-1.4208293,2.292705,0.057356115,0.5636353,0.06828707,0.09791288
S005C002P016R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P016R002A009.npy,0.018693326,0.13026176,0.024582356,0.016719885,0.12245948,0.022731557,0.6559301,-0.57140815,0.09589124,1.997077,10.788354,1.82668,1.720068,2.2421083,0.037714273,0.9448884,0.07095415,0.09553651
S005C002P016R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P016R002A042.npy,0.03370117,0.19421048,0.033560403,0.040124197,0.26979274,0.040926732,0.26120013,0.06003672,0.054822206,1.3412472,4.0544405,0.90540195,-0.085923195,0.9281082,0.07275902,1.7193905,0.12514368,0.15870407
S005C002P016R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P016R002A043.npy,0.013071829,0.08145056,0.013287127,0.009059796,0.03735857,0.008439605,0.49161035,0.44515902,0.056165874,8.128118,26.531582,9.285711,-2.2115993,2.2734163,0.026403809,0.37807572,0.034277234,0.04756436
S005C002P017R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P017R001A008.npy,0.045128457,0.43210956,0.06523418,0.056912187,0.72456306,0.08951094,0.70897466,0.26819986,0.24547803,19.158916,45.426266,13.576092,-1.7936654,2.1986723,0.10422015,2.5556743,0.20325604,0.26849023
S005C002P017R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P017R001A009.npy,0.036391824,0.13925287,0.024352305,0.03651799,0.111060604,0.027565192,0.7224401,-0.5875968,0.08678526,5.423896,12.358985,3.2540798,2.0971503,2.266661,0.0751441,1.2496779,0.105453104,0.12980542
S005C002P017R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P017R001A042.npy,0.026528597,0.1417866,0.018561983,0.03011994,0.13647749,0.019815426,0.27701873,-0.0131139755,0.0827319,3.4404244,8.719431,2.1286044,0.13176107,0.5171728,0.06228117,1.111979,0.07243485,0.09099683
S005C002P017R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P017R001A043.npy,0.029579272,0.27937976,0.039754964,0.020354932,0.20095253,0.032763064,0.604931,0.5258466,0.07024491,20.789606,65.2434,19.989902,-1.6471043,2.150619,0.07146521,1.6900426,0.1180053,0.15776026
S005C002P017R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P017R002A008.npy,0.023968337,0.13775499,0.021707453,0.026897952,0.12112039,0.026414333,0.68837714,0.6060854,0.07248914,6.0731106,18.911278,4.0571504,-1.5826426,1.7545795,0.04458893,1.3821847,0.07887466,0.100582115
S005C002P017R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P017R002A009.npy,0.017052256,0.108281024,0.015981775,0.015447709,0.083001375,0.015598378,0.50364554,-0.46420223,0.060481012,5.962074,15.919678,4.712089,1.3273454,1.8586836,0.033891767,1.0191804,0.051373377,0.067355156
S005C002P017R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P017R002A042.npy,0.022607584,0.07259706,0.013046309,0.022763802,0.10758657,0.018103397,0.18453604,-0.050830424,0.054682255,3.3994808,8.649443,2.377016,0.07651806,0.5609994,0.05176881,0.67320424,0.06801285,0.08105916
S005C002P017R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P017R002A043.npy,0.022296669,0.12726824,0.029230306,0.016693458,0.12328979,0.024950255,0.4465726,0.24283284,0.08271545,9.682792,23.348118,7.8384576,-0.6787648,2.0338464,0.046808008,0.94380754,0.08620549,0.115435794
S005C002P018R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S005C002P018R001A008.npy,0.021801531,0.069849044,0.01571459,0.02287929,0.10267994,0.020784883,0.44348437,0.39045715,0.054154456,10.120951,23.089624,6.276654,-1.3246374,1.7328529,0.043151513,0.64237976,0.062286332,0.07800092
S005C002P018R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S005C002P018R001A009.npy,0.018704038,0.06183061,0.014649919,0.015400282,0.078403234,0.013644113,0.4404051,-0.36286902,0.04039675,8.199982,16.602404,3.7983558,1.3429222,1.700191,0.03473353,0.64748436,0.06265805,0.07730797
S005C002P018R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S005C002P018R001A042.npy,0.03834701,0.1598661,0.026896067,0.044365805,0.15284897,0.030416358,0.32475305,-0.053753853,0.079582095,8.046501,17.686687,4.263239,0.10321951,0.8065963,0.07619911,1.2844455,0.11291713,0.1398132
S005C002P018R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S005C002P018R001A043.npy,0.025819559,0.09219688,0.019733043,0.02429207,0.10880366,0.019573003,0.8879923,0.84009737,0.065166056,18.703133,29.432543,5.9442205,-3.4564633,3.629767,0.054582108,0.93109185,0.07497794,0.09471098
