sequence_id,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score,rf_prob_low,rf_prob_moderate,rf_prob_high,stgcn_logit_low,stgcn_logit_moderate,stgcn_logit_high,split,dataset,risk_level
S001C003P004R002A043,0.030776378,0.13944352,0.03270181,0.036511734,0.15151235,0.032371834,0.56046927,0.5081785,0.11509535,16.912985,53.47213,17.667143,-2.6369662,2.7759817,0.055791732,1.430908,0.11204157,0.14474338,0.06339257342306803,0.03863705602535397,0.8979703705515781,-2.4794325828552246,-1.3705031871795654,2.1324949264526367,train,NTU,high_risk
S001C003P005R001A008,0.013123865,0.0767515,0.0151116485,0.010249956,0.09052051,0.01349964,0.3703494,0.34937716,0.060732186,3.5473924,11.517503,2.4897313,-1.5860062,1.8142805,0.023083039,0.28829724,0.032544732,0.04765638,0.6301582917755918,0.34005752871210937,0.029784179512298833,4.157736301422119,-2.6339526176452637,-2.5988929271698,train,NTU,low_risk
S001C003P005R001A009,0.013289278,0.057309177,0.013422337,0.009697508,0.043731302,0.009473803,0.42519745,-0.4042388,0.042093515,1.611012,4.8509164,1.1050115,1.653861,1.7736726,0.023278873,0.1885545,0.029183934,0.04260627,0.9994772868699441,0.0005227131300560049,0.0,5.256374835968018,-3.078794002532959,-3.284929037094116,train,NTU,low_risk
S001C003P005R001A042,0.009358092,0.029676374,0.0055999337,0.008351392,0.037789006,0.0072528226,0.10142714,0.10089409,0.022684276,5.5041857,11.845083,3.543418,-0.21451473,0.39698744,0.031974975,0.23201588,0.03131797,0.036917906,0.012169825235929773,0.9715587536612182,0.01627142110285178,-0.8899219036102295,3.3628041744232178,-2.1069273948669434,train,NTU,moderate_risk
S001C003P005R001A043,0.027455036,0.10584805,0.026746985,0.023482338,0.09769207,0.025073443,0.84368914,0.5900558,0.078384474,4.48834,23.457937,5.1282187,-2.7191126,2.805305,0.051790785,0.9338661,0.07174834,0.09849532,0.02352736354789582,0.09193717621480867,0.8845354602372955,-1.679431676864624,-2.0386545658111572,1.8983222246170044,train,NTU,high_risk
S001C003P005R002A008,0.02699545,0.15607597,0.026402675,0.024684167,0.15036845,0.027600225,0.61289364,0.4572245,0.1140396,9.097104,28.865198,9.255269,-1.8474808,1.8695321,0.054452468,1.0682476,0.101066835,0.12746951,0.73463355012582,0.12156242409244314,0.14380402578173673,4.012503147125244,-2.0653278827667236,-2.910048246383667,train,NTU,low_risk
S001C003P005R002A009,0.02186591,0.14774914,0.021533092,0.01949161,0.14972383,0.022881512,0.69640577,-0.5858321,0.13159084,11.628356,24.25178,7.5814652,1.8050699,1.9771042,0.041671626,1.1528056,0.06622988,0.087762974,1.0,0.0,0.0,4.9949235916137695,-2.930950880050659,-3.216151714324951,train,NTU,low_risk
S001C003P005R002A042,0.028703105,0.10409235,0.026373839,0.035426207,0.11593941,0.029062364,0.15050173,0.040580273,0.058381617,14.632173,34.9202,9.484288,-0.09692478,0.7241602,0.06419746,1.0008224,0.09641172,0.12278556,0.02288219840973038,0.9693692779669463,0.007748523623323207,-1.2168203592300415,3.171945571899414,-1.729478120803833,train,NTU,moderate_risk
S001C003P005R002A043,0.033852465,0.15587924,0.031054804,0.038219243,0.17063205,0.034181904,0.84616023,0.820299,0.12310603,4.3476787,12.608959,3.1555002,-3.1767697,3.576827,0.07802937,1.4187068,0.1252307,0.15628551,0.0583614413222429,0.06595956094266933,0.875678997735088,-1.7159898281097412,-1.077192783355713,1.403010606765747,train,NTU,high_risk
S001C003P006R001A008,0.013143153,0.140185,0.02278179,0.01004656,0.13433714,0.02158412,0.42717448,0.27702284,0.123746485,2.0104635,8.888059,2.0420697,-1.4880404,1.8566241,0.023615068,0.26077977,0.038171794,0.060953584,0.7727457514809997,0.20640342184626156,0.020850826672738618,4.6170878410339355,-1.8769285678863525,-3.5801291465759277,train,NTU,low_risk
S001C003P006R001A009,0.010708365,0.11478585,0.016083391,0.007752396,0.09921768,0.013517227,0.44886142,-0.40750575,0.068175316,1.5712744,4.3531184,1.2571373,2.1713686,2.6339521,0.02226344,0.35340765,0.03128645,0.047369838,0.9693964676902269,0.030603532309772787,0.0,4.493322372436523,-2.372297525405884,-3.0780863761901855,train,NTU,low_risk
S001C003P006R001A042,0.03086607,0.14985433,0.021768887,0.023883352,0.119572274,0.02254968,0.20069653,0.11061156,0.07793063,9.483199,22.875523,6.2263956,-0.19384003,0.5473447,0.065261014,0.49271247,0.063305356,0.085074246,0.011245766521403246,0.969271946985815,0.01948228649278185,-0.9063498973846436,2.460604429244995,-1.5641883611679077,train,NTU,moderate_risk
S001C003P006R001A043,0.01697428,0.1281599,0.026291344,0.014308054,0.19005375,0.027342832,0.30443847,0.17475289,0.12398267,8.3666935,49.04761,10.469131,-3.5507753,3.5588665,0.040991783,1.0861704,0.076880574,0.103171915,0.01948382877885145,0.22184078780262234,0.7586753834185264,-2.081869125366211,-1.6039050817489624,1.9683616161346436,train,NTU,high_risk
S001C003P006R002A008,0.07506043,0.91407424,0.15510473,0.0907658,0.6942854,0.1633281,1.9707328,-1.867072,0.5524253,2.2992477,12.41153,3.9147189,14.071797,17.430084,0.16146182,5.938395,0.5445273,0.69963205,0.7974184164135965,0.17858946784183094,0.023992115744572294,1.0211378335952759,-1.1520411968231201,-0.8451972007751465,train,NTU,low_risk
S001C003P006R002A009,0.0373667,0.25542498,0.040951747,0.04911067,0.2252319,0.047008585,0.6135603,-0.5015257,0.23693657,15.4344,62.357132,17.277317,2.3826551,2.7833357,0.08485446,1.6757168,0.15382299,0.19477473,0.9643135530505959,0.023382395231226552,0.012304051718177417,1.9708764553070068,-2.1855075359344482,-1.1220442056655884,train,NTU,low_risk
S001C003P006R002A042,0.027899832,0.102546066,0.021902928,0.026875297,0.12370103,0.023303045,0.3025216,0.08913839,0.058808923,14.163252,25.423641,6.5314198,-0.3854375,0.7764759,0.062142674,1.0596601,0.08617902,0.108081944,0.0146388202134635,0.978173308346039,0.007187871440497339,-1.0471633672714233,2.8930063247680664,-1.7068969011306763,train,NTU,moderate_risk
S001C003P006R002A043,0.020920366,0.11882784,0.01870585,0.020189228,0.07447694,0.017374117,0.34209156,0.18633813,0.056496322,39.713585,89.79321,35.143208,-3.369318,3.7040572,0.055042736,1.0597228,0.07741995,0.096125804,0.017523220789177917,0.06576632799489396,0.916710451215928,-3.1365489959716797,-3.442682981491089,3.891218662261963,train,NTU,high_risk
S001C003P007R001A008,0.019373728,0.11021519,0.019108674,0.01836436,0.100243986,0.020092035,0.49968815,0.39604688,0.10752958,3.9187505,9.820245,1.9851459,-1.1316872,2.281267,0.042669952,0.3520997,0.04950501,0.068613686,0.9725172592476955,0.015466056082752547,0.01201668466955193,5.6070098876953125,-3.791029930114746,-3.2501981258392334,train,NTU,low_risk
S001C003P007R001A009,0.011929963,0.052590456,0.009972921,0.005529369,0.02891733,0.0052315528,0.4720438,-0.36456355,0.026624024,1.3200772,3.4186213,0.8740311,1.2949181,2.1685133,0.025172535,0.26928788,0.02546266,0.03543558,0.9892657298099272,0.01041680987261243,0.0003174603174603174,7.168930530548096,-4.100296974182129,-4.312572956085205,train,NTU,low_risk
S001C003P007R001A042,0.036732145,0.1734778,0.029495638,0.037000675,0.17931058,0.033987593,0.3091122,0.17795813,0.08599025,4.182091,29.115175,5.3949704,-0.68681955,1.6217427,0.08247271,0.67056197,0.08523538,0.114731014,0.10108801598116827,0.858156441466731,0.04075554255210095,0.37865692377090454,2.2531771659851074,-2.431849718093872,train,NTU,moderate_risk
S001C003P007R001A043,0.02293349,0.10320329,0.022311378,0.015139568,0.09596066,0.018386794,0.5813376,0.34162995,0.08995238,31.2527,71.02569,27.736378,-2.375353,2.9911995,0.047334768,1.6103834,0.086163394,0.108474776,0.009858117344746346,0.11403066863844193,0.8761112140168115,-2.234954595565796,-2.2655651569366455,2.5118350982666016,train,NTU,high_risk
S001C003P007R002A008,0.036155146,0.14568211,0.031201253,0.040004656,0.19778548,0.033393044,0.7602866,0.57519364,0.09916705,12.795123,48.439636,15.937696,-0.5183029,1.9920466,0.0744731,1.6130934,0.13780612,0.16900738,0.8452079503432548,0.05807140385746532,0.09672064579927983,4.106133937835693,-3.930870294570923,-1.9992427825927734,train,NTU,low_risk
S001C003P007R002A009,0.036582284,0.16617198,0.033035267,0.038810242,0.16179681,0.033267014,0.8325473,-0.6584269,0.070005655,13.186919,30.909296,8.72891,1.6297784,2.8050807,0.06960562,1.6107297,0.12528795,0.15832321,0.9939494370087105,0.001606118546845124,0.0044444444444444444,8.016560554504395,-5.276966571807861,-4.480530261993408,train,NTU,low_risk
S001C003P007R002A042,0.039329134,0.18019578,0.03312633,0.043691106,0.19511867,0.03660563,0.4240481,0.14375025,0.08811781,17.815014,60.664967,17.061466,-0.46170998,1.5992126,0.08332036,1.4947041,0.12590508,0.1590314,0.15236060209531357,0.6646832089377251,0.18295618896696153,0.8293271064758301,-0.41771605610847473,-1.1647895574569702,train,NTU,moderate_risk
S001C003P007R002A043,0.026087029,0.10143443,0.021638755,0.022351936,0.107717305,0.023197902,0.3448034,0.2832961,0.06674677,28.288252,75.85867,29.408388,-0.9328828,2.221055,0.058912996,1.3021206,0.081819944,0.1034587,0.05753345429381373,0.039726968596632675,0.9027395771095535,-2.3893942832946777,-2.1524627208709717,2.549480676651001,train,NTU,high_risk
S001C003P008R001A008,0.033009205,0.26566473,0.04871033,0.03965069,0.26002595,0.060357593,0.70994735,0.30538046,0.22806242,17.227314,84.7407,19.93519,-1.1015639,2.4677916,0.071132906,1.2807702,0.11898343,0.16769376,0.753490236137298,0.04808746492224551,0.19842229894045577,6.222564220428467,-5.208205223083496,-2.8146777153015137,train,NTU,low_risk
S001C003P008R001A009,0.034892052,0.3798877,0.05991693,0.03840585,0.43440035,0.066222504,0.6572336,-0.2764818,0.118306994,11.162889,36.325794,8.531025,1.243895,2.5921345,0.06693363,0.9741666,0.11486868,0.17478561,0.9808641557889,0.01816399554694376,0.0009718486641563564,7.382203102111816,-5.0394978523254395,-3.8408734798431396,train,NTU,low_risk
S001C003P008R001A042,0.040735397,0.20990872,0.03934021,0.061635543,0.26587647,0.057867173,0.25479835,0.10097283,0.15408742,19.923233,60.705147,17.776413,-0.45105934,1.7405205,0.093472846,1.0044414,0.10984352,0.14918374,0.057545815773477574,0.8610559075461398,0.08139827668038307,0.32879573106765747,0.46561095118522644,-1.2278255224227905,train,NTU,moderate_risk
S001C003P008R001A043,0.026762312,0.2530873,0.04550875,0.029084457,0.4168221,0.056946963,0.36341572,0.222889,0.20794606,30.60843,85.55785,32.35955,-1.1617956,2.4501102,0.06125822,1.6726584,0.11245153,0.15796028,0.13843762286807446,0.0751831853210072,0.7863791918109186,-1.9982130527496338,-1.5382169485092163,1.8762069940567017,train,NTU,high_risk
S001C003P008R002A008,0.022116661,0.05930715,0.015313225,0.021158146,0.08315167,0.01637157,0.40367508,0.36060053,0.045148373,11.73761,32.002052,10.40667,-1.380353,2.286325,0.043064576,0.60463834,0.045394152,0.060707375,0.7408632621036825,0.16640479949159614,0.09273193840472113,5.204174518585205,-3.0693392753601074,-3.2992820739746094,train,NTU,low_risk
S001C003P008R002A009,0.015591317,0.07193957,0.0141541725,0.0119760195,0.0770052,0.012881133,0.4246264,-0.36719,0.02556777,15.542415,33.00522,9.013071,1.713809,2.3147063,0.032130558,0.50853455,0.045624603,0.059778776,0.9723244688189571,0.02543586175955551,0.0022396694214876036,3.7902023792266846,-2.049250364303589,-2.744235038757324,train,NTU,low_risk
S001C003P008R002A042,0.112573795,0.43325105,0.07924702,0.18232608,0.6896299,0.10765733,0.7888025,0.071824014,0.4099456,17.469973,24.606812,2.9066184,0.07790971,2.2968163,0.22167401,3.1812656,0.33560467,0.4148517,0.0897265115814605,0.8873849228094751,0.02288856560906493,1.7457245588302612,-1.9565509557724,-0.947502851486206,train,NTU,moderate_risk
S001C003P008R002A043,0.059867796,0.27737507,0.052947294,0.06076447,0.32112622,0.058445595,0.5595095,-0.32993948,0.1686341,16.480228,24.837963,6.6561313,1.0746334,2.037719,0.11428385,2.171775,0.21387458,0.26682186,0.3361145043756118,0.23303105553427111,0.43085444009011703,2.843311309814453,-3.174694776535034,-1.0024031400680542,train,NTU,high_risk
S002C001P003R001A008,0.024844907,0.1623382,0.028912276,0.02859291,0.14973266,0.03311858,0.56125057,0.41592303,0.12746602,5.100385,19.129484,4.303506,-1.2090125,2.3327377,0.050988063,0.5675331,0.071960576,0.10087285,0.9259499858427674,0.024049383906068957,0.050000630251163525,5.3140692710876465,-4.055485248565674,-2.7610244750976562,test,NTU,low_risk
S002C001P003R001A009,0.014922982,0.12855162,0.017905615,0.012061842,0.09265715,0.017791899,0.34120277,-0.3082613,0.04909107,3.673994,9.032708,2.5067105,1.4236646,2.2640278,0.030678341,0.56399703,0.046623785,0.064529404,0.9848805478833058,0.013452785450027444,0.0016666666666666668,4.156286239624023,-1.9167176485061646,-3.049466371536255,test,NTU,low_risk
S002C001P003R001A042,0.019548217,0.09566274,0.020370118,0.024369773,0.10585789,0.027984798,0.15619683,0.007950723,0.068386614,3.104296,7.0178432,1.6535977,-0.059237003,0.47099304,0.046152014,1.3994691,0.08579681,0.10616693,0.02503936880474206,0.9591634612769879,0.01579716991827006,-0.7815015912055969,3.562243700027466,-2.341860294342041,test,NTU,moderate_risk
S002C001P003R001A043,0.02773101,0.15943275,0.03307488,0.029996317,0.20922844,0.037701108,0.36987844,0.36677197,0.107351065,25.197386,64.66551,23.631048,-1.4821558,1.6658409,0.05842216,1.0077991,0.090340056,0.12341493,0.2962184237929992,0.08157432984444514,0.6222072463625556,-2.4452672004699707,-2.5057787895202637,2.8101730346679688,test,NTU,high_risk
S002C001P003R002A008,0.030138738,0.28579506,0.041108083,0.034566034,0.3140248,0.050209604,0.5099565,0.37500668,0.23592499,16.75467,68.62184,19.146437,-1.1797447,2.5224993,0.061690442,0.9212087,0.0880691,0.12917718,0.6550343454695031,0.050413368289494415,0.29455228624100205,5.9636664390563965,-3.8775618076324463,-3.521559000015259,test,NTU,low_risk
S002C001P003R002A009,0.017426802,0.09893191,0.020296335,0.015175959,0.11201598,0.019900043,0.43691528,-0.4208215,0.07645178,9.815949,27.781845,7.4972486,1.3543248,2.1487355,0.037595388,0.5512173,0.051596064,0.071892396,0.9983938814531549,0.0016061185468451242,0.0,5.99300479888916,-3.7400286197662354,-3.6119279861450195,test,NTU,low_risk
S002C001P003R002A042,0.0228403,0.099194996,0.0186515,0.030960351,0.10168364,0.024383195,0.119769394,0.061568856,0.078876615,5.218567,9.622521,2.1173162,-0.092865944,0.507802,0.051196694,1.4657849,0.10078343,0.11943493,0.01389348697445138,0.9811265233826681,0.0049799896428804865,-1.3400113582611084,3.0836591720581055,-1.5761606693267822,test,NTU,moderate_risk
S002C001P003R002A043,0.036649577,0.22066315,0.038967703,0.04338244,0.23167111,0.048073098,0.41222847,0.40843874,0.06128657,21.608915,66.037895,21.010782,-1.3126388,1.6374998,0.07538798,1.5490806,0.110665224,0.14963293,0.3917984207384831,0.12383309830383472,0.4843684809576825,-2.903960943222046,-2.2112972736358643,3.0035295486450195,test,NTU,high_risk
S002C001P007R001A008,0.02080008,0.0948914,0.01737523,0.018869827,0.09119377,0.020308191,0.5422461,0.4058253,0.05638686,18.474276,43.9804,14.371251,-1.468183,2.3883247,0.045017276,0.7622611,0.060667265,0.07804249,0.7831645906963949,0.07073301142211201,0.14610239788149282,5.358187675476074,-3.447899580001831,-3.2159924507141113,test,NTU,low_risk
S002C001P007R001A009,0.012001386,0.06908941,0.012998532,0.008550091,0.06971362,0.01121019,0.49521387,-0.3758879,0.062149227,10.389583,24.69373,7.8284326,1.5533252,2.2681372,0.02710123,0.3005562,0.032855123,0.045853656,0.9579096761772483,0.040393923196773596,0.001696400625978091,4.771728038787842,-2.29825758934021,-3.280430555343628,test,NTU,low_risk
S002C001P007R001A042,0.021186851,0.11945599,0.021514807,0.024509562,0.11901983,0.027070858,0.26424825,0.16720498,0.052166224,8.02396,21.984411,7.529543,-0.9162879,1.1963115,0.04530888,1.1139003,0.07365658,0.09517139,0.21557486905192344,0.745832461819527,0.03859266912854971,-0.8885998725891113,3.736151695251465,-2.372873544692993,test,NTU,moderate_risk
S002C001P007R001A043,0.030266311,0.22962974,0.03289995,0.027586708,0.20494476,0.035527512,0.52396554,0.46008113,0.22851446,21.083778,63.299416,19.434147,-3.5175488,3.892763,0.071786866,1.1335763,0.09473417,0.12763412,0.02536023761931053,0.019581903327956132,0.9550578590527334,-1.8326364755630493,-2.207385540008545,2.1439218521118164,test,NTU,high_risk
S002C001P007R002A008,0.035648737,0.19529733,0.035352983,0.04355651,0.30650952,0.04767201,0.6404966,0.49800763,0.18740493,8.458142,46.445763,10.517914,-1.2876582,2.1895847,0.06967509,0.9930812,0.09948501,0.13483799,0.9222023409260557,0.011201330806957338,0.06659632826698694,7.182679176330566,-4.7806878089904785,-3.992943525314331,test,NTU,low_risk
S002C001P007R002A009,0.023394415,0.19251183,0.024053056,0.02402997,0.17450626,0.026597036,0.61730117,-0.49843356,0.094929755,6.1883717,23.509535,6.209419,1.3463221,2.0941467,0.04384743,0.836825,0.06839532,0.09244837,0.9983938814531549,0.0016061185468451242,0.0,7.130656719207764,-3.8210935592651367,-4.490559101104736,test,NTU,low_risk
S002C001P007R002A042,0.018217497,0.09249036,0.017139556,0.01787561,0.12954974,0.022777237,0.26365894,0.15845913,0.064154744,9.981318,22.84146,5.806556,-0.8607421,1.0722241,0.04408846,1.1634266,0.07063477,0.08777432,0.14489457401692515,0.7796237546326149,0.07548167135046016,-0.46529361605644226,3.0983059406280518,-2.344158172607422,test,NTU,moderate_risk
S002C001P007R002A043,0.021374514,0.12617102,0.025713455,0.016689692,0.13153943,0.024870014,0.5074537,0.4329532,0.045727074,20.519583,57.345345,19.32662,-2.4381304,2.9903088,0.043274675,1.2612203,0.08379051,0.10950397,0.03778858825233817,0.45483904427985633,0.5073723674678052,-2.014099359512329,-1.0980638265609741,1.625831127166748,test,NTU,high_risk
S002C001P008R001A008,0.041289628,0.21901116,0.048383478,0.05132551,0.28386834,0.058462024,0.5940068,0.26359278,0.2165773,6.119114,24.781145,6.5856986,-1.0727739,2.7936985,0.08123099,1.6460792,0.118681386,0.16706486,0.7478796787629381,0.12229322346314189,0.12982709777391996,4.921193599700928,-3.4425199031829834,-2.706987142562866,test,NTU,low_risk
S002C001P008R001A009,0.015910974,0.099935606,0.019880407,0.012732919,0.08571877,0.017876562,0.44710204,-0.26857913,0.07640001,8.602545,33.83373,10.618827,1.3499489,2.242408,0.030659594,0.5318757,0.04778796,0.06766836,0.9671131719123186,0.03022016142101476,0.0026666666666666666,5.242285251617432,-2.499297618865967,-3.636594295501709,test,NTU,low_risk
S002C001P008R001A042,0.03406722,0.13184585,0.025052432,0.043653984,0.18080965,0.03503147,0.1491757,0.06560969,0.06026393,14.159222,33.051353,9.773458,-0.4342494,0.7109699,0.082242206,0.8657575,0.09405675,0.11910918,0.013392064354846014,0.972973889209834,0.013634046435320298,-0.28371620178222656,3.2453441619873047,-2.5492818355560303,test,NTU,moderate_risk
S002C001P008R001A043,0.038443703,0.34486648,0.059394535,0.04620159,0.56064,0.08276484,0.35034633,0.15924054,0.18952262,6.1195793,36.991444,4.739738,-1.607789,1.607789,0.07706853,0.9336803,0.12666366,0.1860582,0.12707991046103193,0.6148378777647827,0.25808221177418544,-1.4820204973220825,1.3961474895477295,-0.2995748221874237,test,NTU,high_risk
S002C001P008R002A008,0.027879229,0.34264097,0.052421927,0.02613294,0.345459,0.053892255,0.54635364,0.3083665,0.07115549,7.2434587,22.877256,6.4567423,-1.3088431,2.4955356,0.061271954,1.2684078,0.13101031,0.18343224,0.661351474862614,0.13357660336331348,0.20507192177407255,5.9036641120910645,-4.951716423034668,-2.6926558017730713,test,NTU,low_risk
S002C001P008R002A009,0.010495611,0.077839434,0.013131251,0.006474932,0.0348491,0.0076923147,0.38452366,-0.31241262,0.047276974,5.303404,12.895419,3.343739,1.4705114,1.99792,0.023247717,0.4184275,0.029004447,0.042135697,0.9868132338142827,0.013186766185717251,0.0,6.08996057510376,-2.878444194793701,-4.145751476287842,test,NTU,low_risk
S002C001P008R002A042,0.025278725,0.18359564,0.028622473,0.026479103,0.20815971,0.03414941,0.2692498,0.24909401,0.14356601,6.492926,20.87541,6.532806,-1.3553758,1.3815565,0.063210264,1.0035019,0.079770744,0.108393215,0.333687822501516,0.5201554644568679,0.14615671304161615,-0.5807750821113586,3.1422996520996094,-2.2167446613311768,test,NTU,moderate_risk
S002C001P008R002A043,0.032840002,0.22848837,0.040491313,0.02989378,0.15519878,0.03710167,0.8152595,0.6588179,0.14911705,24.054533,88.83588,24.504612,-2.461463,2.482819,0.068181776,1.5887865,0.11057301,0.15106432,0.18864458537506038,0.07953440368425561,0.7318210109406839,-1.4653254747390747,-0.9108118414878845,1.0736607313156128,test,NTU,high_risk
S002C001P009R001A008,0.03359715,0.17598784,0.0354234,0.041231427,0.26510036,0.053748634,0.5850607,0.3252328,0.08493748,5.8644176,22.760632,5.8620625,-1.0422373,1.910147,0.067944594,1.7084798,0.11161125,0.14703465,0.7566074906688288,0.1549008871304667,0.08849162220070435,6.082696437835693,-4.256221771240234,-3.388789415359497,test,NTU,low_risk
S002C001P009R001A009,0.02023489,0.13621768,0.018185383,0.022181263,0.12938496,0.021209192,0.45861483,-0.3500114,0.08377516,12.223123,37.516094,11.210647,1.0663695,2.1055326,0.044439726,0.5071625,0.052581877,0.07076726,0.9966666666666667,0.0,0.0033333333333333335,3.8524258136749268,-0.711381196975708,-3.6253347396850586,test,NTU,low_risk
S002C001P009R001A042,0.018962055,0.0600798,0.012939379,0.027345737,0.08708767,0.018105345,0.120805204,0.03303045,0.03917849,6.939165,16.649101,4.112129,-0.1500678,0.5694909,0.046261776,0.74139136,0.06057362,0.073513,0.0033333333333333335,0.9943912678421494,0.0022753988245172124,-0.8611422777175903,3.9839677810668945,-2.558864116668701,test,NTU,moderate_risk
S002C001P009R001A043,0.04071763,0.35588816,0.04994121,0.045115564,0.39619657,0.062227737,0.77555054,0.67040664,0.100010574,17.945616,62.570076,19.37101,-4.529563,4.8871017,0.09805046,2.1904533,0.16726106,0.21720228,0.22590309105384165,0.027556495837006013,0.7465404131091524,-2.381784677505493,-3.1019959449768066,3.1445493698120117,test,NTU,high_risk
S002C001P009R002A008,0.020038858,0.1532164,0.027032742,0.022911035,0.17254394,0.032025304,0.46593007,0.43984458,0.14974472,9.450143,28.013184,5.9267864,-1.4968514,2.5162125,0.04362067,0.48512474,0.05517644,0.082209185,0.8113230021984662,0.1012564175588936,0.08742058024264018,5.481138706207275,-3.3748252391815186,-3.462613582611084,test,NTU,low_risk
S002C001P009R002A009,0.016279705,0.1345337,0.02037446,0.017383033,0.13492297,0.024889886,0.49520817,-0.45069978,0.061828196,9.531644,18.802858,5.0095916,1.6894989,2.6683567,0.04042269,0.63064486,0.052912667,0.07328713,0.966312839335579,0.021020493997754075,0.012666666666666666,4.291426181793213,-1.2752673625946045,-3.606816291809082,test,NTU,low_risk
S002C001P009R002A042,0.01581515,0.052744646,0.010670922,0.01930154,0.050262615,0.011880327,0.12682146,0.013810694,0.036945462,5.1503773,13.265862,3.5402474,0.014983654,0.39243984,0.04031543,0.47062057,0.046014298,0.05668522,0.009063161730826963,0.990936838269173,0.0,-0.8694264888763428,3.9567439556121826,-2.5208513736724854,test,NTU,moderate_risk
S002C001P009R002A043,0.025831023,0.14302245,0.022311542,0.02311809,0.15609404,0.027192194,0.84203255,0.7084611,0.061587572,25.77472,58.62004,23.85658,-1.4780555,3.0915158,0.05788404,0.63057107,0.072124444,0.09443599,0.43505374932470053,0.04762008120627433,0.517326169469025,-2.2724640369415283,-3.019465684890747,2.9260027408599854,test,NTU,high_risk
S002C001P010R001A008,0.022471858,0.12042204,0.02642702,0.022811934,0.13299713,0.029028136,0.46256745,0.3930681,0.11525154,8.733653,38.067585,9.024092,-1.2454758,2.2577012,0.045707636,0.619569,0.06796955,0.09439658,0.9145562587323112,0.04005381501611071,0.04538992625157814,5.231448173522949,-4.022322177886963,-2.8581340312957764,test,NTU,low_risk
S002C001P010R001A009,0.017155372,0.10154384,0.018826904,0.014245062,0.14544444,0.021710297,0.5412382,-0.39824355,0.06531739,9.2705145,26.152727,8.190036,1.3954701,2.174683,0.03180518,0.5341926,0.04330755,0.062134452,0.9961987604617913,0.003801239538208675,0.0,6.565741539001465,-4.304388046264648,-3.746061325073242,test,NTU,low_risk
S002C001P010R001A042,0.023429805,0.12847519,0.022643188,0.031437226,0.22933985,0.034910604,0.14899826,-0.04772073,0.058877945,6.8808594,22.60547,4.996519,0.2701683,0.5217719,0.054179106,1.0945084,0.07808208,0.10072526,0.016036119959857802,0.9789199472351823,0.005043932804959933,-1.530943512916565,3.0192387104034424,-1.3369171619415283,test,NTU,moderate_risk
S002C001P010R001A043,0.049294144,0.17242476,0.04188548,0.07284694,0.26453364,0.061382845,0.6888209,0.36820835,0.16813928,35.62981,74.75043,24.666513,-2.7145445,3.1777987,0.0976058,1.4341162,0.1573616,0.19924708,0.233659610973172,0.08590660740883214,0.6804337816179962,-0.49705803394317627,-1.7136112451553345,0.761447012424469,test,NTU,high_risk
S002C001P010R002A008,0.022531997,0.1587713,0.03037661,0.019396707,0.20562507,0.030367004,0.5653893,0.44153577,0.14776063,4.494573,20.273432,4.7923884,-1.0865393,2.7541928,0.04551871,0.4855453,0.055779207,0.08615582,0.7790434129199549,0.09448819488480255,0.12646839219524234,7.023120403289795,-4.652278900146484,-3.8854596614837646,test,NTU,low_risk
S002C001P010R002A009,0.01860948,0.14871691,0.023975823,0.01782613,0.151365,0.025734521,0.5447319,-0.4025546,0.06409836,6.195982,24.621805,6.813495,1.4018178,2.3330688,0.034963533,0.4693573,0.048553653,0.07252948,0.9930139024239808,0.006986097576019244,0.0,5.1370697021484375,-2.1759235858917236,-3.7915735244750977,test,NTU,low_risk
S002C001P010R002A042,0.028788121,0.104554005,0.022860061,0.034944963,0.146097,0.031307813,0.17193747,-0.043595195,0.08270997,6.6169295,15.618775,4.467231,-0.045813084,1.1110034,0.061480995,1.8062329,0.10190149,0.12476155,0.0062530871775694765,0.9923751082160019,0.0013718046064287522,-0.9785630106925964,3.327254295349121,-2.021226406097412,test,NTU,moderate_risk
S002C001P010R002A043,0.046888385,0.28003708,0.048765898,0.048730295,0.2694896,0.051030632,0.6053202,0.2828375,0.16812682,16.84411,51.500313,13.788049,-1.8205776,3.5440195,0.09660402,1.8229113,0.13070326,0.17946915,0.2873195392363668,0.058045464922107944,0.6546349958415251,-1.5634288787841797,-1.2208322286605835,1.39425790309906,test,NTU,high_risk
S002C001P011R001A008,0.07163906,0.35719982,0.07246177,0.07842621,0.32896584,0.06840816,1.1339765,0.70817745,0.21909666,9.065929,29.538595,5.96158,-0.82923985,3.0642855,0.13206598,1.5786091,0.19624919,0.26871097,0.6524678096691909,0.20832023150041848,0.1392119588303905,2.6096668243408203,-3.911736249923706,-0.6496946215629578,test,NTU,low_risk
S002C001P011R001A009,0.07048755,0.56484663,0.085029736,0.08607644,0.38947564,0.08161153,1.1993239,-0.5526991,0.49558586,15.909607,56.569996,11.066327,0.96666145,3.2420182,0.13056715,1.8724347,0.18648084,0.27151057,0.7688972209407626,0.19754541680601445,0.033557362253222964,4.518041133880615,-3.3428702354431152,-2.5044782161712646,test,NTU,low_risk
