sequence_id,dataset,risk_level
S007C002P018R001A009,NTU,low_risk
S007C002P018R001A042,NTU,moderate_risk
S007C002P018R001A043,NTU,high_risk
S007C002P018R002A008,NTU,low_risk
S007C002P018R002A009,NTU,low_risk
S007C002P018R002A042,NTU,moderate_risk
S007C002P018R002A043,NTU,high_risk
S007C002P025R001A008,NTU,low_risk
S007C002P025R001A009,NTU,low_risk
S007C002P025R001A042,NTU,moderate_risk
S007C002P025R001A043,NTU,high_risk
S007C002P025R002A008,NTU,low_risk
S007C002P025R002A009,NTU,low_risk
S007C002P025R002A042,NTU,moderate_risk
S007C002P025R002A043,NTU,high_risk
S007C002P027R001A008,NTU,low_risk
S007C002P027R001A009,NTU,low_risk
S007C002P027R001A042,NTU,moderate_risk
S007C002P027R001A043,NTU,high_risk
S007C002P027R002A008,NTU,low_risk
S007C002P027R002A009,NTU,low_risk
S007C002P027R002A042,NTU,moderate_risk
S007C002P027R002A043,NTU,high_risk
S007C003P007R001A008,NTU,low_risk
S007C003P007R001A009,NTU,low_risk
S007C003P007R001A042,NTU,moderate_risk
S007C003P007R001A043,NTU,high_risk
S007C003P007R002A008,NTU,low_risk
S007C003P007R002A009,NTU,low_risk
S007C003P007R002A042,NTU,moderate_risk
S007C003P007R002A043,NTU,high_risk
S007C003P008R001A008,NTU,low_risk
S007C003P008R001A009,NTU,low_risk
S007C003P008R001A042,NTU,moderate_risk
S007C003P008R001A043,NTU,high_risk
S007C003P008R002A008,NTU,low_risk
S007C003P008R002A009,NTU,low_risk
S007C003P008R002A042,NTU,moderate_risk
S007C003P008R002A043,NTU,high_risk
S007C003P015R001A008,NTU,low_risk
S007C003P015R001A009,NTU,low_risk
S007C003P015R001A042,NTU,moderate_risk
S007C003P015R001A043,NTU,high_risk
S007C003P015R002A008,NTU,low_risk
S007C003P015R002A009,NTU,low_risk
S007C003P015R002A042,NTU,moderate_risk
S007C003P015R002A043,NTU,high_risk
S007C003P016R001A008,NTU,low_risk
S007C003P016R001A009,NTU,low_risk
S007C003P016R001A042,NTU,moderate_risk
S007C003P016R001A043,NTU,high_risk
S007C003P016R002A008,NTU,low_risk
S007C003P016R002A009,NTU,low_risk
S007C003P016R002A042,NTU,moderate_risk
S007C003P016R002A043,NTU,high_risk
S007C003P017R001A008,NTU,low_risk
S007C003P017R001A009,NTU,low_risk
S007C003P017R001A042,NTU,moderate_risk
S007C003P017R001A043,NTU,high_risk
S007C003P017R002A008,NTU,low_risk
S007C003P017R002A009,NTU,low_risk
S007C003P017R002A042,NTU,moderate_risk
S007C003P017R002A043,NTU,high_risk
S007C003P018R001A008,NTU,low_risk
S007C003P018R001A009,NTU,low_risk
S007C003P018R001A042,NTU,moderate_risk
S007C003P018R001A043,NTU,high_risk
S007C003P018R002A008,NTU,low_risk
S007C003P018R002A009,NTU,low_risk
S007C003P018R002A042,NTU,moderate_risk
S007C003P018R002A043,NTU,high_risk
S007C003P025R001A008,NTU,low_risk
S007C003P025R001A009,NTU,low_risk
S007C003P025R001A042,NTU,moderate_risk
S007C003P025R001A043,NTU,high_risk
S007C003P025R002A008,NTU,low_risk
S007C003P025R002A009,NTU,low_risk
S007C003P025R002A042,NTU,moderate_risk
S007C003P025R002A043,NTU,high_risk
S007C003P027R001A008,NTU,low_risk
S007C003P027R001A009,NTU,low_risk
S007C003P027R001A042,NTU,moderate_risk
S007C003P027R001A043,NTU,high_risk
S007C003P027R002A008,NTU,low_risk
S007C003P027R002A009,NTU,low_risk
S007C003P027R002A042,NTU,moderate_risk
S007C003P027R002A043,NTU,high_risk
S008C002P007R001A008,NTU,low_risk
S008C002P007R001A009,NTU,low_risk
S008C002P007R001A042,NTU,moderate_risk
S008C002P007R001A043,NTU,high_risk
S008C002P007R002A008,NTU,low_risk
S008C002P007R002A009,NTU,low_risk
S008C002P007R002A042,NTU,moderate_risk
S008C002P007R002A043,NTU,high_risk
S008C002P008R001A008,NTU,low_risk
S008C002P008R001A009,NTU,low_risk
S008C002P008R001A042,NTU,moderate_risk
S008C002P008R001A043,NTU,high_risk
S008C002P008R002A008,NTU,low_risk
S008C002P008R002A009,NTU,low_risk
S008C002P008R002A042,NTU,moderate_risk
S008C002P008R002A043,NTU,high_risk
S008C002P015R001A008,NTU,low_risk
S008C002P015R001A009,NTU,low_risk
S008C002P015R001A042,NTU,moderate_risk
S008C002P015R001A043,NTU,high_risk
S008C002P015R002A008,NTU,low_risk
S008C002P015R002A009,NTU,low_risk
S008C002P015R002A042,NTU,moderate_risk
S008C002P015R002A043,NTU,high_risk
S008C002P025R001A008,NTU,low_risk
S008C002P025R001A009,NTU,low_risk
S008C002P025R001A042,NTU,moderate_risk
S008C002P025R001A043,NTU,high_risk
S008C002P025R002A008,NTU,low_risk
S008C002P025R002A009,NTU,low_risk
S008C002P025R002A042,NTU,moderate_risk
S008C002P025R002A043,NTU,high_risk
S008C002P030R001A008,NTU,low_risk
S008C002P030R001A009,NTU,low_risk
S008C002P030R001A042,NTU,moderate_risk
S008C002P030R001A043,NTU,high_risk
S008C002P030R002A008,NTU,low_risk
S008C002P030R002A009,NTU,low_risk
S008C002P030R002A042,NTU,moderate_risk
S008C002P030R002A043,NTU,high_risk
S008C002P031R001A008,NTU,low_risk
S008C002P031R001A009,NTU,low_risk
S008C002P031R001A042,NTU,moderate_risk
S008C002P031R001A043,NTU,high_risk
S008C002P031R002A008,NTU,low_risk
S008C002P031R002A009,NTU,low_risk
S008C002P031R002A042,NTU,moderate_risk
S008C002P031R002A043,NTU,high_risk
S008C002P032R001A008,NTU,low_risk
S008C002P032R001A009,NTU,low_risk
S008C002P032R001A042,NTU,moderate_risk
S008C002P032R001A043,NTU,high_risk
S008C002P032R002A008,NTU,low_risk
S008C002P032R002A009,NTU,low_risk
S008C002P032R002A042,NTU,moderate_risk
S008C002P032R002A043,NTU,high_risk
S008C002P033R001A008,NTU,low_risk
S008C002P033R001A009,NTU,low_risk
S008C002P033R001A042,NTU,moderate_risk
S008C002P033R001A043,NTU,high_risk
S008C002P033R002A008,NTU,low_risk
S008C002P033R002A009,NTU,low_risk
S008C002P033R002A042,NTU,moderate_risk
S008C002P033R002A043,NTU,high_risk
S008C002P035R001A008,NTU,low_risk
S008C002P035R001A009,NTU,low_risk
S008C002P035R001A042,NTU,moderate_risk
S008C002P035R001A043,NTU,high_risk
S008C002P035R002A008,NTU,low_risk
S008C002P035R002A009,NTU,low_risk
S008C002P035R002A042,NTU,moderate_risk
S008C002P035R002A043,NTU,high_risk
S008C002P036R001A008,NTU,low_risk
S008C002P036R001A009,NTU,low_risk
S008C002P036R001A042,NTU,moderate_risk
S008C002P036R001A043,NTU,high_risk
S008C002P036R002A008,NTU,low_risk
S008C002P036R002A009,NTU,low_risk
S008C002P036R002A042,NTU,moderate_risk
S008C002P036R002A043,NTU,high_risk
S008C003P007R001A008,NTU,low_risk
S008C003P007R001A009,NTU,low_risk
S008C003P007R001A042,NTU,moderate_risk
S008C003P007R001A043,NTU,high_risk
S008C003P007R002A008,NTU,low_risk
S008C003P007R002A009,NTU,low_risk
S008C003P007R002A042,NTU,moderate_risk
S008C003P007R002A043,NTU,high_risk
S008C003P008R001A008,NTU,low_risk
S008C003P008R001A009,NTU,low_risk
S008C003P008R001A042,NTU,moderate_risk
S008C003P008R001A043,NTU,high_risk
S008C003P008R002A008,NTU,low_risk
S008C003P008R002A009,NTU,low_risk
S008C003P008R002A042,NTU,moderate_risk
S008C003P008R002A043,NTU,high_risk
S008C003P015R001A008,NTU,low_risk
S008C003P015R001A009,NTU,low_risk
S008C003P015R001A042,NTU,moderate_risk
S008C003P015R001A043,NTU,high_risk
S008C003P015R002A008,NTU,low_risk
S008C003P015R002A009,NTU,low_risk
S008C003P015R002A042,NTU,moderate_risk
S008C003P015R002A043,NTU,high_risk
S008C003P025R001A008,NTU,low_risk
S008C003P025R001A009,NTU,low_risk
S008C003P025R001A042,NTU,moderate_risk
S008C003P025R001A043,NTU,high_risk
S008C003P025R002A008,NTU,low_risk
S008C003P025R002A009,NTU,low_risk
S008C003P025R002A042,NTU,moderate_risk
S008C003P025R002A043,NTU,high_risk
S008C003P030R001A008,NTU,low_risk
S008C003P030R001A009,NTU,low_risk
S008C003P030R001A042,NTU,moderate_risk
S008C003P030R001A043,NTU,high_risk
S008C003P030R002A008,NTU,low_risk
S008C003P030R002A009,NTU,low_risk
S008C003P030R002A042,NTU,moderate_risk
S008C003P030R002A043,NTU,high_risk
S008C003P031R001A008,NTU,low_risk
S008C003P031R001A009,NTU,low_risk
S008C003P031R001A042,NTU,moderate_risk
S008C003P031R001A043,NTU,high_risk
S008C003P031R002A008,NTU,low_risk
S008C003P031R002A009,NTU,low_risk
S008C003P031R002A042,NTU,moderate_risk
S008C003P031R002A043,NTU,high_risk
S008C003P032R001A008,NTU,low_risk
S008C003P032R001A009,NTU,low_risk
S008C003P032R001A042,NTU,moderate_risk
S008C003P032R001A043,NTU,high_risk
S008C003P032R002A008,NTU,low_risk
S008C003P032R002A009,NTU,low_risk
S008C003P032R002A042,NTU,moderate_risk
S008C003P032R002A043,NTU,high_risk
S008C003P033R001A008,NTU,low_risk
S008C003P033R001A009,NTU,low_risk
S008C003P033R001A042,NTU,moderate_risk
S008C003P033R001A043,NTU,high_risk
S008C003P033R002A008,NTU,low_risk
S008C003P033R002A009,NTU,low_risk
S008C003P033R002A042,NTU,moderate_risk
S008C003P033R002A043,NTU,high_risk
S008C003P035R001A008,NTU,low_risk
S008C003P035R001A009,NTU,low_risk
S008C003P035R001A042,NTU,moderate_risk
S008C003P035R001A043,NTU,high_risk
S008C003P035R002A008,NTU,low_risk
S008C003P035R002A009,NTU,low_risk
S008C003P035R002A042,NTU,moderate_risk
S008C003P035R002A043,NTU,high_risk
S008C003P036R001A008,NTU,low_risk
S008C003P036R001A009,NTU,low_risk
S008C003P036R001A042,NTU,moderate_risk
S008C003P036R001A043,NTU,high_risk
S008C003P036R002A008,NTU,low_risk
S008C003P036R002A009,NTU,low_risk
S008C003P036R002A042,NTU,moderate_risk
S008C003P036R002A043,NTU,high_risk
S009C002P007R001A008,NTU,low_risk
S009C002P007R001A009,NTU,low_risk
S009C002P007R001A042,NTU,moderate_risk
S009C002P007R001A043,NTU,high_risk
S009C002P007R002A008,NTU,low_risk
S009C002P007R002A009,NTU,low_risk
S009C002P007R002A042,NTU,moderate_risk
S009C002P007R002A043,NTU,high_risk
S009C002P008R001A008,NTU,low_risk
S009C002P008R001A009,NTU,low_risk
S009C002P008R001A042,NTU,moderate_risk
S009C002P008R001A043,NTU,high_risk
S009C002P008R002A008,NTU,low_risk
S009C002P008R002A009,NTU,low_risk
S009C002P008R002A042,NTU,moderate_risk
S009C002P008R002A043,NTU,high_risk
S009C002P015R001A008,NTU,low_risk
S009C002P015R001A009,NTU,low_risk
S009C002P015R001A042,NTU,moderate_risk
S009C002P015R001A043,NTU,high_risk
S009C002P015R002A008,NTU,low_risk
S009C002P015R002A009,NTU,low_risk
S009C002P015R002A042,NTU,moderate_risk
S009C002P015R002A043,NTU,high_risk
S009C002P016R001A008,NTU,low_risk
S009C002P016R001A009,NTU,low_risk
S009C002P016R001A042,NTU,moderate_risk
S009C002P016R001A043,NTU,high_risk
S009C002P016R002A008,NTU,low_risk
S009C002P016R002A009,NTU,low_risk
S009C002P016R002A042,NTU,moderate_risk
S009C002P016R002A043,NTU,high_risk
S009C002P017R001A008,NTU,low_risk
S009C002P017R001A009,NTU,low_risk
S009C002P017R001A042,NTU,moderate_risk
S009C002P017R001A043,NTU,high_risk
S009C002P017R002A008,NTU,low_risk
S009C002P017R002A009,NTU,low_risk
S009C002P017R002A042,NTU,moderate_risk
S009C002P017R002A043,NTU,high_risk
S009C002P025R001A008,NTU,low_risk
S009C002P025R001A009,NTU,low_risk
S009C002P025R001A042,NTU,moderate_risk
S009C002P025R001A043,NTU,high_risk
S009C002P025R002A008,NTU,low_risk
S009C002P025R002A009,NTU,low_risk
S009C002P025R002A042,NTU,moderate_risk
S009C002P025R002A043,NTU,high_risk
S009C003P007R001A008,NTU,low_risk
S009C003P007R001A009,NTU,low_risk
S009C003P007R001A042,NTU,moderate_risk
S009C003P007R001A043,NTU,high_risk
S009C003P007R002A008,NTU,low_risk
S009C003P007R002A009,NTU,low_risk
S009C003P007R002A042,NTU,moderate_risk
S009C003P007R002A043,NTU,high_risk
S009C003P008R001A008,NTU,low_risk
S009C003P008R001A009,NTU,low_risk
S009C003P008R001A042,NTU,moderate_risk
S009C003P008R001A043,NTU,high_risk
S009C003P008R002A008,NTU,low_risk
S009C003P008R002A009,NTU,low_risk
S009C003P008R002A042,NTU,moderate_risk
S009C003P008R002A043,NTU,high_risk
S009C003P015R001A008,NTU,low_risk
S009C003P015R001A009,NTU,low_risk
S009C003P015R001A042,NTU,moderate_risk
S009C003P015R001A043,NTU,high_risk
S009C003P015R002A008,NTU,low_risk
S009C003P015R002A009,NTU,low_risk
S009C003P015R002A042,NTU,moderate_risk
S009C003P015R002A043,NTU,high_risk
S009C003P016R001A008,NTU,low_risk
S009C003P016R001A009,NTU,low_risk
S009C003P016R001A042,NTU,moderate_risk
S009C003P016R001A043,NTU,high_risk
S009C003P016R002A008,NTU,low_risk
S009C003P016R002A009,NTU,low_risk
S009C003P016R002A042,NTU,moderate_risk
S009C003P016R002A043,NTU,high_risk
S009C003P017R001A008,NTU,low_risk
S009C003P017R001A009,NTU,low_risk
S009C003P017R001A042,NTU,moderate_risk
S009C003P017R001A043,NTU,high_risk
S009C003P017R002A008,NTU,low_risk
S009C003P017R002A009,NTU,low_risk
S009C003P017R002A042,NTU,moderate_risk
S009C003P017R002A043,NTU,high_risk
S009C003P025R001A008,NTU,low_risk
S009C003P025R001A009,NTU,low_risk
S009C003P025R001A042,NTU,moderate_risk
S009C003P025R001A043,NTU,high_risk
S009C003P025R002A008,NTU,low_risk
S009C003P025R002A009,NTU,low_risk
S009C003P025R002A042,NTU,moderate_risk
S009C003P025R002A043,NTU,high_risk
S010C002P007R001A008,NTU,low_risk
S010C002P007R001A009,NTU,low_risk
S010C002P007R001A042,NTU,moderate_risk
S010C002P007R001A043,NTU,high_risk
S010C002P007R002A008,NTU,low_risk
S010C002P007R002A009,NTU,low_risk
S010C002P007R002A042,NTU,moderate_risk
S010C002P007R002A043,NTU,high_risk
S010C002P008R001A008,NTU,low_risk
S010C002P008R001A009,NTU,low_risk
S010C002P008R001A042,NTU,moderate_risk
S010C002P008R001A043,NTU,high_risk
S010C002P008R002A008,NTU,low_risk
S010C002P008R002A009,NTU,low_risk
S010C002P008R002A042,NTU,moderate_risk
S010C002P008R002A043,NTU,high_risk
S010C002P013R001A008,NTU,low_risk
S010C002P013R001A009,NTU,low_risk
S010C002P013R001A042,NTU,moderate_risk
S010C002P013R001A043,NTU,high_risk
S010C002P013R002A008,NTU,low_risk
S010C002P013R002A009,NTU,low_risk
S010C002P013R002A042,NTU,moderate_risk
S010C002P013R002A043,NTU,high_risk
S010C002P015R001A008,NTU,low_risk
S010C002P015R001A009,NTU,low_risk
S010C002P015R001A042,NTU,moderate_risk
S010C002P015R001A043,NTU,high_risk
S010C002P015R002A008,NTU,low_risk
S010C002P015R002A009,NTU,low_risk
S010C002P015R002A042,NTU,moderate_risk
S010C002P015R002A043,NTU,high_risk
S010C002P016R001A008,NTU,low_risk
S010C002P016R001A009,NTU,low_risk
S010C002P016R001A042,NTU,moderate_risk
S010C002P016R001A043,NTU,high_risk
S010C002P016R002A008,NTU,low_risk
S010C002P016R002A009,NTU,low_risk
S010C002P016R002A042,NTU,moderate_risk
S010C002P016R002A043,NTU,high_risk
S010C002P017R001A008,NTU,low_risk
S010C002P017R001A009,NTU,low_risk
S010C002P017R001A042,NTU,moderate_risk
S010C002P017R001A043,NTU,high_risk
S010C002P017R002A008,NTU,low_risk
S010C002P017R002A009,NTU,low_risk
S010C002P017R002A042,NTU,moderate_risk
S010C002P017R002A043,NTU,high_risk
S010C002P018R001A008,NTU,low_risk
S010C002P018R001A009,NTU,low_risk
S010C002P018R001A042,NTU,moderate_risk
S010C002P018R001A043,NTU,high_risk
S010C002P018R002A008,NTU,low_risk
S010C002P018R002A009,NTU,low_risk
S010C002P018R002A042,NTU,moderate_risk
S010C002P018R002A043,NTU,high_risk
S010C002P021R001A008,NTU,low_risk
S010C002P021R001A009,NTU,low_risk
S010C002P021R001A042,NTU,moderate_risk
S010C002P021R001A043,NTU,high_risk
S010C002P021R002A008,NTU,low_risk
S010C002P021R002A009,NTU,low_risk
S010C002P021R002A042,NTU,moderate_risk
S010C002P021R002A043,NTU,high_risk
S010C002P025R001A008,NTU,low_risk
S010C002P025R001A009,NTU,low_risk
S010C002P025R001A042,NTU,moderate_risk
S010C002P025R001A043,NTU,high_risk
S010C002P025R002A008,NTU,low_risk
S010C002P025R002A009,NTU,low_risk
S010C002P025R002A042,NTU,moderate_risk
S010C002P025R002A043,NTU,high_risk
S010C003P007R001A008,NTU,low_risk
S010C003P007R001A009,NTU,low_risk
S010C003P007R001A042,NTU,moderate_risk
S010C003P007R001A043,NTU,high_risk
S010C003P007R002A008,NTU,low_risk
S010C003P007R002A009,NTU,low_risk
S010C003P007R002A042,NTU,moderate_risk
S010C003P007R002A043,NTU,high_risk
S010C003P008R001A008,NTU,low_risk
S010C003P008R001A009,NTU,low_risk
S010C003P008R001A042,NTU,moderate_risk
S010C003P008R001A043,NTU,high_risk
S010C003P008R002A008,NTU,low_risk
S010C003P008R002A009,NTU,low_risk
S010C003P008R002A042,NTU,moderate_risk
S010C003P008R002A043,NTU,high_risk
S010C003P013R001A008,NTU,low_risk
S010C003P013R001A009,NTU,low_risk
S010C003P013R001A042,NTU,moderate_risk
S010C003P013R001A043,NTU,high_risk
S010C003P013R002A008,NTU,low_risk
S010C003P013R002A009,NTU,low_risk
S010C003P013R002A042,NTU,moderate_risk
S010C003P013R002A043,NTU,high_risk
S010C003P015R001A008,NTU,low_risk
S010C003P015R001A009,NTU,low_risk
S010C003P015R001A042,NTU,moderate_risk
S010C003P015R001A043,NTU,high_risk
S010C003P015R002A008,NTU,low_risk
S010C003P015R002A009,NTU,low_risk
S010C003P015R002A042,NTU,moderate_risk
S010C003P015R002A043,NTU,high_risk
S010C003P016R001A008,NTU,low_risk
S010C003P016R001A009,NTU,low_risk
S010C003P016R001A042,NTU,moderate_risk
S010C003P016R001A043,NTU,high_risk
S010C003P016R002A008,NTU,low_risk
S010C003P016R002A009,NTU,low_risk
S010C003P016R002A042,NTU,moderate_risk
S010C003P016R002A043,NTU,high_risk
S010C003P017R001A008,NTU,low_risk
S010C003P017R001A009,NTU,low_risk
S010C003P017R001A042,NTU,moderate_risk
S010C003P017R001A043,NTU,high_risk
S010C003P017R002A008,NTU,low_risk
S010C003P017R002A009,NTU,low_risk
S010C003P017R002A042,NTU,moderate_risk
S010C003P017R002A043,NTU,high_risk
S010C003P018R001A008,NTU,low_risk
S010C003P018R001A009,NTU,low_risk
S010C003P018R001A042,NTU,moderate_risk
S010C003P018R001A043,NTU,high_risk
S010C003P018R002A008,NTU,low_risk
S010C003P018R002A009,NTU,low_risk
S010C003P018R002A042,NTU,moderate_risk
S010C003P018R002A043,NTU,high_risk
S010C003P021R001A008,NTU,low_risk
S010C003P021R001A009,NTU,low_risk
S010C003P021R001A042,NTU,moderate_risk
S010C003P021R001A043,NTU,high_risk
S010C003P021R002A008,NTU,low_risk
S010C003P021R002A009,NTU,low_risk
S010C003P021R002A042,NTU,moderate_risk
S010C003P021R002A043,NTU,high_risk
S010C003P025R001A008,NTU,low_risk
S010C003P025R001A009,NTU,low_risk
S010C003P025R001A042,NTU,moderate_risk
S010C003P025R001A043,NTU,high_risk
S010C003P025R002A008,NTU,low_risk
S010C003P025R002A009,NTU,low_risk
S010C003P025R002A042,NTU,moderate_risk
S010C003P025R002A043,NTU,high_risk
S011C002P002R001A008,NTU,low_risk
S011C002P002R001A009,NTU,low_risk
S011C002P002R001A042,NTU,moderate_risk
S011C002P002R001A043,NTU,high_risk
S011C002P002R002A008,NTU,low_risk
S011C002P002R002A009,NTU,low_risk
S011C002P002R002A042,NTU,moderate_risk
S011C002P002R002A043,NTU,high_risk
S011C002P007R001A008,NTU,low_risk
S011C002P007R001A009,NTU,low_risk
S011C002P007R001A042,NTU,moderate_risk
S011C002P007R001A043,NTU,high_risk
S011C002P007R002A008,NTU,low_risk
S011C002P007R002A009,NTU,low_risk
S011C002P007R002A042,NTU,moderate_risk
S011C002P007R002A043,NTU,high_risk
S011C002P008R001A008,NTU,low_risk
S011C002P008R001A009,NTU,low_risk
S011C002P008R001A042,NTU,moderate_risk
S011C002P008R001A043,NTU,high_risk
S011C002P008R002A008,NTU,low_risk
S011C002P008R002A009,NTU,low_risk
S011C002P008R002A042,NTU,moderate_risk
S011C002P008R002A043,NTU,high_risk
S011C002P015R001A008,NTU,low_risk
S011C002P015R001A009,NTU,low_risk
S011C002P015R001A042,NTU,moderate_risk
S011C002P015R001A043,NTU,high_risk
S011C002P015R002A008,NTU,low_risk
S011C002P015R002A009,NTU,low_risk
S011C002P015R002A042,NTU,moderate_risk
S011C002P015R002A043,NTU,high_risk
S011C002P016R001A008,NTU,low_risk
S011C002P016R001A009,NTU,low_risk
S011C002P016R001A042,NTU,moderate_risk
S011C002P016R001A043,NTU,high_risk
S011C002P016R002A008,NTU,low_risk
S011C002P016R002A009,NTU,low_risk
S011C002P016R002A042,NTU,moderate_risk
S011C002P016R002A043,NTU,high_risk
S011C002P017R001A008,NTU,low_risk
S011C002P017R001A009,NTU,low_risk
S011C002P017R001A042,NTU,moderate_risk
S011C002P017R001A043,NTU,high_risk
S011C002P017R002A008,NTU,low_risk
S011C002P017R002A009,NTU,low_risk
S011C002P017R002A042,NTU,moderate_risk
S011C002P017R002A043,NTU,high_risk
S011C002P018R001A008,NTU,low_risk
S011C002P018R001A009,NTU,low_risk
S011C002P018R001A042,NTU,moderate_risk
S011C002P018R001A043,NTU,high_risk
S011C002P018R002A008,NTU,low_risk
S011C002P018R002A009,NTU,low_risk
S011C002P018R002A042,NTU,moderate_risk
S011C002P018R002A043,NTU,high_risk
S011C002P025R001A008,NTU,low_risk
S011C002P025R001A009,NTU,low_risk
S011C002P025R001A042,NTU,moderate_risk
S011C002P025R001A043,NTU,high_risk
S011C002P025R002A008,NTU,low_risk
S011C002P025R002A009,NTU,low_risk
S011C002P025R002A042,NTU,moderate_risk
S011C002P025R002A043,NTU,high_risk
S011C002P027R001A008,NTU,low_risk
S011C002P027R001A009,NTU,low_risk
S011C002P027R001A042,NTU,moderate_risk
S011C002P027R001A043,NTU,high_risk
S011C002P027R002A008,NTU,low_risk
S011C002P027R002A009,NTU,low_risk
S011C002P027R002A042,NTU,moderate_risk
S011C002P027R002A043,NTU,high_risk
S011C003P002R001A008,NTU,low_risk
S011C003P002R001A009,NTU,low_risk
S011C003P002R001A042,NTU,moderate_risk
S011C003P002R001A043,NTU,high_risk
S011C003P002R002A008,NTU,low_risk
S011C003P002R002A009,NTU,low_risk
S011C003P002R002A042,NTU,moderate_risk
S011C003P002R002A043,NTU,high_risk
S011C003P007R001A008,NTU,low_risk
S011C003P007R001A009,NTU,low_risk
S011C003P007R001A042,NTU,moderate_risk
S011C003P007R001A043,NTU,high_risk
S011C003P007R002A008,NTU,low_risk
S011C003P007R002A009,NTU,low_risk
S011C003P007R002A042,NTU,moderate_risk
S011C003P007R002A043,NTU,high_risk
S011C003P008R001A008,NTU,low_risk
S011C003P008R001A009,NTU,low_risk
S011C003P008R001A042,NTU,moderate_risk
S011C003P008R001A043,NTU,high_risk
S011C003P008R002A008,NTU,low_risk
S011C003P008R002A009,NTU,low_risk
S011C003P008R002A042,NTU,moderate_risk
S011C003P008R002A043,NTU,high_risk
S011C003P015R001A008,NTU,low_risk
S011C003P015R001A009,NTU,low_risk
S011C003P015R001A042,NTU,moderate_risk
S011C003P015R001A043,NTU,high_risk
S011C003P015R002A008,NTU,low_risk
S011C003P015R002A009,NTU,low_risk
S011C003P015R002A042,NTU,moderate_risk
S011C003P015R002A043,NTU,high_risk
S011C003P016R001A008,NTU,low_risk
S011C003P016R001A009,NTU,low_risk
S011C003P016R001A042,NTU,moderate_risk
S011C003P016R001A043,NTU,high_risk
S011C003P016R002A008,NTU,low_risk
S011C003P016R002A009,NTU,low_risk
S011C003P016R002A042,NTU,moderate_risk
S011C003P016R002A043,NTU,high_risk
S011C003P017R001A008,NTU,low_risk
S011C003P017R001A009,NTU,low_risk
S011C003P017R001A042,NTU,moderate_risk
S011C003P017R001A043,NTU,high_risk
S011C003P017R002A008,NTU,low_risk
S011C003P017R002A009,NTU,low_risk
S011C003P017R002A042,NTU,moderate_risk
S011C003P017R002A043,NTU,high_risk
S011C003P018R001A008,NTU,low_risk
S011C003P018R001A009,NTU,low_risk
S011C003P018R001A042,NTU,moderate_risk
S011C003P018R001A043,NTU,high_risk
S011C003P018R002A008,NTU,low_risk
S011C003P018R002A009,NTU,low_risk
S011C003P018R002A042,NTU,moderate_risk
S011C003P018R002A043,NTU,high_risk
S011C003P025R001A008,NTU,low_risk
S011C003P025R001A009,NTU,low_risk
S011C003P025R001A042,NTU,moderate_risk
S011C003P025R001A043,NTU,high_risk
S011C003P025R002A008,NTU,low_risk
S011C003P025R002A009,NTU,low_risk
S011C003P025R002A042,NTU,moderate_risk
S011C003P025R002A043,NTU,high_risk
S011C003P027R001A008,NTU,low_risk
S011C003P027R001A009,NTU,low_risk
S011C003P027R001A042,NTU,moderate_risk
S011C003P027R001A043,NTU,high_risk
S011C003P027R002A008,NTU,low_risk
S011C003P027R002A009,NTU,low_risk
S011C003P027R002A042,NTU,moderate_risk
S011C003P027R002A043,NTU,high_risk
S012C002P007R001A008,NTU,low_risk
S012C002P007R001A009,NTU,low_risk
S012C002P007R001A042,NTU,moderate_risk
S012C002P007R001A043,NTU,high_risk
S012C002P007R002A008,NTU,low_risk
S012C002P007R002A009,NTU,low_risk
S012C002P007R002A042,NTU,moderate_risk
S012C002P007R002A043,NTU,high_risk
S012C002P008R001A008,NTU,low_risk
S012C002P008R001A009,NTU,low_risk
S012C002P008R001A042,NTU,moderate_risk
S012C002P008R001A043,NTU,high_risk
S012C002P008R002A008,NTU,low_risk
S012C002P008R002A009,NTU,low_risk
S012C002P008R002A042,NTU,moderate_risk
S012C002P008R002A043,NTU,high_risk
S012C002P015R001A008,NTU,low_risk
S012C002P015R001A009,NTU,low_risk
S012C002P015R001A042,NTU,moderate_risk
S012C002P015R001A043,NTU,high_risk
S012C002P015R002A008,NTU,low_risk
S012C002P015R002A009,NTU,low_risk
S012C002P015R002A042,NTU,moderate_risk
S012C002P015R002A043,NTU,high_risk
S012C002P016R001A008,NTU,low_risk
S012C002P016R001A009,NTU,low_risk
S012C002P016R001A042,NTU,moderate_risk
S012C002P016R001A043,NTU,high_risk
S012C002P016R002A008,NTU,low_risk
S012C002P016R002A009,NTU,low_risk
S012C002P016R002A042,NTU,moderate_risk
S012C002P016R002A043,NTU,high_risk
S012C002P017R001A008,NTU,low_risk
S012C002P017R001A009,NTU,low_risk
S012C002P017R001A042,NTU,moderate_risk
S012C002P017R001A043,NTU,high_risk
S012C002P017R002A008,NTU,low_risk
S012C002P017R002A009,NTU,low_risk
S012C002P017R002A042,NTU,moderate_risk
S012C002P017R002A043,NTU,high_risk
S012C002P018R001A008,NTU,low_risk
S012C002P018R001A009,NTU,low_risk
S012C002P018R001A042,NTU,moderate_risk
S012C002P018R001A043,NTU,high_risk
S012C002P018R002A008,NTU,low_risk
S012C002P018R002A009,NTU,low_risk
S012C002P018R002A042,NTU,moderate_risk
S012C002P018R002A043,NTU,high_risk
S012C002P025R001A008,NTU,low_risk
S012C002P025R001A009,NTU,low_risk
S012C002P025R001A042,NTU,moderate_risk
