sequence_id,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score,rf_prob_low,rf_prob_moderate,rf_prob_high,stgcn_logit_low,stgcn_logit_moderate,stgcn_logit_high,split,dataset,risk_level
S005C001P021R002A042,0.026362449,0.14477432,0.026923874,0.035427958,0.16630599,0.03675731,0.12392521,0.00031983852,0.053683877,6.4808216,16.56736,4.7438307,-0.069039345,0.60396147,0.05744236,1.0500704,0.086303025,0.1132269,0.0,0.998063063063063,0.001936936936936937,-3.0784265995025635,5.817418098449707,-4.055531024932861,train,NTU,moderate_risk
S005C001P021R002A043,0.026606102,0.14668804,0.029145427,0.031608094,0.13772619,0.03141713,0.6195419,0.36502784,0.09286523,36.108036,89.80148,35.479553,-0.5956173,1.3351007,0.06932218,1.1847959,0.102076836,0.13122226,0.0824931398892479,0.020467466536686723,0.8970393935740653,-7.144869804382324,-1.8703221082687378,5.436229705810547,train,NTU,high_risk
S005C002P004R001A008,0.030396866,0.1504481,0.028172018,0.03193119,0.13201346,0.029204482,0.5860993,0.5547515,0.14372385,9.186133,26.5616,7.582627,-1.8084552,2.223891,0.06573708,1.2615677,0.10539685,0.13356887,0.8344693340651931,0.03459850207636938,0.13093216385843753,0.26090213656425476,-1.6430250406265259,-1.5898653268814087,train,NTU,low_risk
S005C002P004R001A009,0.04014288,0.5748665,0.067544185,0.038154714,0.32944334,0.049494278,0.8482984,-0.036286354,0.49246415,7.71611,25.521332,7.4829226,-0.36803532,2.3592994,0.06421604,1.8587534,0.15067843,0.21822262,0.7504989608410778,0.20618144612008496,0.043319593038837034,6.256059646606445,-3.8434598445892334,-5.612270832061768,train,NTU,low_risk
S005C002P004R001A042,0.017936805,0.07628902,0.018495448,0.026044097,0.09785296,0.025147675,0.1631031,-0.022227287,0.06198877,14.745868,23.00882,5.449486,-0.11902046,0.84666586,0.035898745,1.0583016,0.068543755,0.0870392,0.011339989655092395,0.9552455089924217,0.03341450135248593,-1.3159443140029907,6.2393035888671875,-5.495280742645264,train,NTU,moderate_risk
S005C002P004R001A043,0.01505299,0.11045943,0.017770622,0.01570051,0.1411274,0.021843893,0.39788595,0.37887046,0.06491202,25.883629,57.647495,15.07517,-2.5351753,2.7439642,0.035475183,1.2592762,0.0692093,0.086979926,0.020020899302535464,0.3285225807094324,0.6514565199880326,-3.5747647285461426,2.1177978515625,-0.3364669680595398,train,NTU,high_risk
S005C002P004R002A008,0.014264937,0.15622756,0.0200393,0.008899443,0.08720586,0.0123024285,0.5374119,0.32596487,0.116113305,0.8783223,3.135253,0.6248574,-1.2180896,1.9080074,0.024770001,0.9839667,0.049720816,0.069760114,0.7347113624449094,0.20621447294977144,0.05907416460531918,3.6141881942749023,-3.588172197341919,-4.048207759857178,train,NTU,low_risk
S005C002P004R002A009,0.014164123,0.06639458,0.013330957,0.010416305,0.06807115,0.011393233,0.5880809,-0.54932475,0.054563403,1.2561983,2.7558022,0.7353177,1.5968466,2.2478404,0.027343508,0.37247676,0.03626667,0.04959763,0.9976872375892,0.000319356947593764,0.0019934054632062366,5.030317306518555,-2.437546730041504,-5.670045375823975,train,NTU,low_risk
S005C002P004R002A042,0.035765406,0.8570896,0.08688732,0.04456507,0.84955335,0.09137743,0.5674287,-0.43721327,0.55306566,4.525675,16.638475,4.2823777,1.2213311,1.7356772,0.06936906,2.2242677,0.16208522,0.24897254,0.4263785911047682,0.5059347936383567,0.06768661525687492,-4.019167900085449,5.685485363006592,-3.276610851287842,train,NTU,moderate_risk
S005C002P004R002A043,0.024262002,0.6952143,0.07270711,0.022350797,0.5079706,0.05744165,0.56941605,-0.11712921,0.44723305,23.344532,77.998215,27.572563,-0.19134712,1.9610424,0.046706907,1.8331791,0.12394687,0.19665398,0.24113949510605906,0.09346151715404566,0.6653989877398954,-10.472379684448242,-1.210671067237854,6.838873386383057,train,NTU,high_risk
S005C002P010R001A008,0.03519055,0.28059378,0.04205751,0.05494595,0.30132502,0.054119527,0.996519,0.8956981,0.2782914,26.534645,58.791103,20.68934,-2.0212016,2.9649024,0.075354226,2.3886516,0.15622547,0.19828299,0.6887953342908731,0.01865882095790204,0.2925458447512251,6.466967582702637,-5.613053321838379,-4.8260498046875,train,NTU,low_risk
S005C002P010R001A009,0.027591428,0.19213785,0.030559417,0.025475264,0.1885397,0.033115905,0.7651285,-0.58869517,0.119932055,9.042341,17.010042,3.9549892,1.9136124,2.862615,0.0529574,1.2999027,0.09541634,0.12597576,0.9961707427787966,0.002257415198452265,0.0015718420227509736,7.13230037689209,-2.644265651702881,-7.103379726409912,train,NTU,low_risk
S005C002P010R001A042,0.037498195,0.17939629,0.030910531,0.054606583,0.2537331,0.04341674,0.21415716,0.014226615,0.08118224,17.178486,31.154861,6.7058845,-1.1240149,1.6415663,0.08412618,2.2312567,0.1447456,0.17565614,0.052646068867037266,0.9098340337252767,0.03751989740768592,-2.9423255920410156,5.124129295349121,-3.843724012374878,train,NTU,moderate_risk
S005C002P010R001A043,0.039044138,0.41811824,0.051097944,0.048451856,0.55355996,0.066568896,0.76438695,0.59406793,0.13560924,26.35554,65.312065,14.523258,-3.276379,3.7446487,0.08694119,2.4713836,0.17130767,0.22240561,0.06779075382394421,0.023967680560282752,0.9082415656157732,-7.360416889190674,-1.078084945678711,4.552999496459961,train,NTU,high_risk
S005C002P010R002A008,0.018612558,0.18167953,0.02469171,0.01657357,0.14912744,0.025132492,0.5679859,0.53070843,0.15956348,6.33538,17.495272,4.588811,-1.2591348,2.3432112,0.037417263,0.5566878,0.056116052,0.08080776,0.9627292406736978,0.020804818388362015,0.016465940937939863,6.478206157684326,-4.089229583740234,-6.143128395080566,train,NTU,low_risk
S005C002P010R002A009,0.012067327,0.05764797,0.010614045,0.0074800984,0.03336115,0.00765116,0.48564777,-0.42187855,0.039293647,2.3855834,9.057446,2.7356622,1.6338596,2.240024,0.023292167,0.14724173,0.024908714,0.03552276,0.9842585158211459,0.015741484178853914,0.0,4.7454514503479,-2.3708341121673584,-5.749163627624512,train,NTU,low_risk
S005C002P010R002A042,0.021812886,0.1436028,0.02433092,0.028995084,0.19528845,0.035642754,0.12611723,0.0636757,0.060180485,5.086475,13.488903,3.2328875,-0.19635487,0.8086648,0.050933722,1.1974021,0.08060964,0.10494056,0.0020975455596190028,0.9907206464352862,0.007181808005094828,-4.478908538818359,6.974367618560791,-3.902080774307251,train,NTU,moderate_risk
S005C002P010R002A043,0.021595372,0.1302157,0.02164384,0.013709752,0.08616519,0.01605392,0.713469,0.50114846,0.08830905,6.068817,28.209457,4.341046,-2.3299973,2.9824572,0.041694496,0.4545972,0.049413797,0.07105763,0.015115802845236939,0.14975804247974595,0.8351261546750176,-4.1135735511779785,-0.3481028378009796,1.6406004428863525,train,NTU,high_risk
S005C002P013R001A008,0.027815545,0.13401097,0.024579845,0.03167872,0.15989831,0.02900322,0.6639556,0.5899636,0.08675325,24.120398,60.036118,19.573746,-1.7163951,2.6538424,0.06442698,0.95840114,0.09400955,0.118589394,0.7130385632659026,0.008621843771603655,0.27833959296249383,4.728315353393555,-3.2408578395843506,-3.90083646774292,test,NTU,low_risk
S005C002P013R001A009,0.024687521,0.11117551,0.019999783,0.025810169,0.10934153,0.022598706,0.6696453,-0.63462806,0.06045866,11.276212,30.027992,7.864874,2.1697068,2.5193803,0.045030877,0.8074686,0.074341275,0.094341055,0.9956990974446958,0.0,0.004300902555304212,4.625527381896973,-1.5383954048156738,-5.207705020904541,test,NTU,low_risk
S005C002P013R001A042,0.023531068,0.10049765,0.020696068,0.026183479,0.14641729,0.024362294,0.1602974,-0.09343034,0.04195535,17.870445,31.538025,7.3432765,-0.07912779,0.64518976,0.05136363,1.1373957,0.075090855,0.09578692,0.013973803683476475,0.9079540649745439,0.07807213134197964,-2.582761526107788,3.9655051231384277,-3.2707362174987793,test,NTU,moderate_risk
S005C002P013R001A043,0.022449376,0.15921614,0.021116132,0.01872945,0.1210648,0.021794476,0.5894861,0.56356287,0.03329456,32.34862,62.014664,19.89754,-3.302931,3.677435,0.054099895,0.7192889,0.07404037,0.0951565,0.041532543598471014,0.22840715603388317,0.730060300367646,-4.510823726654053,-1.0530650615692139,2.8431973457336426,test,NTU,high_risk
S005C002P013R002A008,0.014612074,0.076147296,0.016739149,0.009394723,0.06580346,0.013657563,0.5850067,0.47243586,0.052890003,4.2884045,13.272779,3.0031188,-1.3369575,2.2053642,0.029333761,0.5325288,0.04788736,0.06462651,0.613079377741096,0.34061958550338045,0.04630103675552348,6.393593788146973,-3.558561325073242,-5.917917728424072,test,NTU,low_risk
S005C002P013R002A009,0.012591448,0.06553702,0.014545628,0.010002052,0.08579793,0.015089616,0.5595815,-0.54346275,0.056117058,2.2131274,8.298963,2.1631553,1.547946,1.8986752,0.024461037,0.41072407,0.035398435,0.04994406,0.9909342095198815,0.00683806855498488,0.0022277219251336895,4.039896488189697,-1.3486827611923218,-5.655231952667236,test,NTU,low_risk
S005C002P013R002A042,0.01281312,0.043228105,0.008885808,0.00956749,0.046332784,0.009175628,0.083904326,-0.009228885,0.031091332,6.55396,18.150457,4.7498474,-0.08337927,0.6279435,0.037850082,0.38903847,0.036780357,0.045666166,0.011975184787488111,0.9734339157424317,0.014590899470080479,-1.9416439533233643,5.071413516998291,-4.178534984588623,test,NTU,moderate_risk
S005C002P013R002A043,0.019021994,0.064515874,0.016679067,0.010593467,0.07939225,0.015341077,0.57269895,0.53347194,0.057906777,7.2885895,24.221956,5.5415254,-3.0590432,3.2170107,0.037691377,0.48659772,0.043645054,0.06032412,0.02975174245398365,0.732634562412391,0.23761369513362549,-6.595218658447266,1.0339891910552979,2.5874545574188232,test,NTU,high_risk
S005C002P015R001A008,0.031311013,0.15111071,0.027618248,0.038262106,0.15147606,0.033082772,0.5454782,0.32458395,0.074219,13.723022,31.268744,6.8751016,-0.904099,1.7704046,0.06374548,0.78511405,0.08779657,0.11541481,0.8514338103649158,0.07937441454834694,0.06919177508673718,6.970162391662598,-5.6065673828125,-5.833163738250732,test,NTU,low_risk
S005C002P015R001A009,0.027049618,0.14675039,0.023809703,0.025801044,0.12987183,0.024329007,0.60936034,-0.4088639,0.09394069,15.439492,40.549824,10.867552,1.0306721,1.8407674,0.05358022,0.90676343,0.07498818,0.09879788,0.9966666666666667,0.0033333333333333335,0.0,6.924330711364746,-4.507163047790527,-6.291711807250977,test,NTU,low_risk
S005C002P015R001A042,0.025493203,0.10847661,0.020278938,0.031344514,0.11460083,0.027044961,0.26650447,-0.107804954,0.06826514,5.142728,10.1442585,2.5554068,-0.08833122,0.8236942,0.06314577,1.4150387,0.09797558,0.11825452,0.031097732308536442,0.9460597995166207,0.022842468174842815,-2.0832579135894775,4.585827827453613,-3.6644275188446045,test,NTU,moderate_risk
S005C002P015R001A043,0.025506292,0.107150614,0.023133434,0.02161815,0.11777559,0.023287464,1.0507104,1.0143442,0.08843821,17.861082,52.299725,17.72453,-3.4399521,3.9381003,0.050123807,1.2332516,0.09010217,0.11323561,0.01808344937368138,0.1282881137700648,0.853628436856254,-4.973628044128418,-2.6692864894866943,3.356329917907715,test,NTU,high_risk
S005C002P015R002A008,0.010093599,0.050680935,0.009429345,0.0050028665,0.036288742,0.0062903184,0.41162547,0.33885583,0.043351054,2.6340826,5.9169774,1.5626633,-1.2356763,1.3855042,0.01886574,0.28972685,0.024555761,0.033985108,0.5600110666210176,0.43778430931198803,0.0022046240669943568,2.5571184158325195,-1.2956347465515137,-4.610204696655273,test,NTU,low_risk
S005C002P015R002A009,0.011900821,0.06497215,0.0102937715,0.009994091,0.05018526,0.010150566,0.374766,-0.32787848,0.05704266,1.3604572,3.9658911,1.2978433,1.2388744,1.5157204,0.022562448,0.48382267,0.03858306,0.04887683,0.9860199916150737,0.013980008384926428,0.0,3.691859245300293,-2.4469871520996094,-4.3548126220703125,test,NTU,low_risk
S005C002P015R002A042,0.01550575,0.13398059,0.017028445,0.015179535,0.117245175,0.019883594,0.1673637,-0.0180735,0.040350616,3.6499622,7.5016227,1.4276958,0.030316353,0.56029654,0.03391606,1.6255997,0.06928143,0.08630987,0.029642518425500714,0.8741386303132371,0.09621885126126242,-4.215354919433594,6.372583389282227,-3.484757661819458,test,NTU,moderate_risk
S005C002P015R002A043,0.02084992,0.07341757,0.019275192,0.017233625,0.0879563,0.019432232,0.6349968,0.60771644,0.060906082,12.96729,51.435963,16.633387,-2.823604,3.074998,0.050012767,0.79085064,0.079145506,0.098420694,0.022414034368466253,0.3369722256426164,0.6406137399889172,-7.364940643310547,-2.500361442565918,5.9415435791015625,test,NTU,high_risk
S005C002P016R001A008,0.046456803,0.87216246,0.10118695,0.05543237,0.87216246,0.119514756,1.4561735,1.4492351,0.5373008,19.497576,57.32359,19.819077,-8.0466175,8.0466175,0.08539355,3.5281644,0.22216521,0.32335216,0.6272439223845883,0.14120749599321625,0.2315485816221954,7.355932712554932,-6.329418182373047,-5.007106781005859,train,NTU,low_risk
S005C002P016R001A009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7607891927746766,0.12325286462071809,0.11595794260460515,1.6835888624191284,-0.5688444375991821,-2.062483072280884,train,NTU,low_risk
S005C002P016R001A042,0.0296949,0.15441336,0.03132189,0.035024878,0.18762758,0.0350012,0.26806244,0.25612044,0.08074021,8.988828,16.70513,4.221293,-0.9604769,1.0513792,0.0613604,1.4042287,0.103125125,0.13444701,0.10799085884562873,0.8711150703192025,0.0208940708351691,-0.5824840664863586,3.0219972133636475,-4.974461555480957,train,NTU,moderate_risk
S005C002P016R001A043,0.018403884,0.12071794,0.02115514,0.019659152,0.14575243,0.022801112,0.53348994,0.5226946,0.07778829,11.602667,25.19074,5.0169206,-2.434695,2.5196497,0.043134145,1.1269432,0.08635248,0.107507624,0.05584258426195652,0.1651839154256276,0.7789735003124162,-4.660505771636963,-0.9933867454528809,3.01064133644104,train,NTU,high_risk
S005C002P016R002A008,0.0297347,0.15070674,0.029625814,0.033105806,0.18508609,0.035010565,0.73547477,0.575197,0.15017319,5.395271,15.390249,3.8898003,-1.4208293,2.292705,0.057356115,0.5636353,0.06828707,0.09791288,0.9699516581333489,0.010500015900408659,0.019548325966242446,9.531637191772461,-7.196455955505371,-6.470667839050293,train,NTU,low_risk
S005C002P016R002A009,0.018693326,0.13026176,0.024582356,0.016719885,0.12245948,0.022731557,0.6559301,-0.57140815,0.09589124,1.997077,10.788354,1.82668,1.720068,2.2421083,0.037714273,0.9448884,0.07095415,0.09553651,1.0,0.0,0.0,7.461140155792236,-3.2648849487304688,-7.57094669342041,train,NTU,low_risk
S005C002P016R002A042,0.03370117,0.19421048,0.033560403,0.040124197,0.26979274,0.040926732,0.26120013,0.06003672,0.054822206,1.3412472,4.0544405,0.90540195,-0.085923195,0.9281082,0.07275902,1.7193905,0.12514368,0.15870407,0.01332235097766044,0.9598803025965039,0.026797346425835814,-4.898475170135498,5.648121356964111,-2.669285774230957,train,NTU,moderate_risk
S005C002P016R002A043,0.013071829,0.08145056,0.013287127,0.009059796,0.03735857,0.008439605,0.49161035,0.44515902,0.056165874,8.128118,26.531582,9.285711,-2.2115993,2.2734163,0.026403809,0.37807572,0.034277234,0.04756436,0.038592926451859896,0.48152780533623496,0.479879268211905,-6.34092903137207,-0.1960369199514389,3.3098185062408447,train,NTU,high_risk
S005C002P017R001A008,0.045128457,0.43210956,0.06523418,0.056912187,0.72456306,0.08951094,0.70897466,0.26819986,0.24547803,19.158916,45.426266,13.576092,-1.7936654,2.1986723,0.10422015,2.5556743,0.20325604,0.26849023,0.4759986819404899,0.1692198993889576,0.35478141867055235,6.326032638549805,-3.845656394958496,-5.9974684715271,val,NTU,low_risk
S005C002P017R001A009,0.036391824,0.13925287,0.024352305,0.03651799,0.111060604,0.027565192,0.7224401,-0.5875968,0.08678526,5.423896,12.358985,3.2540798,2.0971503,2.266661,0.0751441,1.2496779,0.105453104,0.12980542,0.9807955202464118,0.013666522353260498,0.00553795740032769,6.473297119140625,-2.999915838241577,-6.3969526290893555,val,NTU,low_risk
S005C002P017R001A042,0.026528597,0.1417866,0.018561983,0.03011994,0.13647749,0.019815426,0.27701873,-0.0131139755,0.0827319,3.4404244,8.719431,2.1286044,0.13176107,0.5171728,0.06228117,1.111979,0.07243485,0.09099683,0.01696222995362659,0.9509706770119004,0.032067093034473027,-2.718946695327759,3.446037530899048,-2.455436944961548,val,NTU,moderate_risk
S005C002P017R001A043,0.029579272,0.27937976,0.039754964,0.020354932,0.20095253,0.032763064,0.604931,0.5258466,0.07024491,20.789606,65.2434,19.989902,-1.6471043,2.150619,0.07146521,1.6900426,0.1180053,0.15776026,0.4004735887403133,0.07370649253633597,0.5258199187233508,-7.232784271240234,-0.6781836748123169,4.216150760650635,val,NTU,high_risk
S005C002P017R002A008,0.023968337,0.13775499,0.021707453,0.026897952,0.12112039,0.026414333,0.68837714,0.6060854,0.07248914,6.0731106,18.911278,4.0571504,-1.5826426,1.7545795,0.04458893,1.3821847,0.07887466,0.100582115,0.9418714670310838,0.01801317986961846,0.0401153530992977,7.897602558135986,-4.875461578369141,-6.705149173736572,val,NTU,low_risk
S005C002P017R002A009,0.017052256,0.108281024,0.015981775,0.015447709,0.083001375,0.015598378,0.50364554,-0.46420223,0.060481012,5.962074,15.919678,4.712089,1.3273454,1.8586836,0.033891767,1.0191804,0.051373377,0.067355156,0.9983859789417566,0.0016140210582433693,0.0,4.626356601715088,-2.9152464866638184,-4.993894100189209,val,NTU,low_risk
S005C002P017R002A042,0.022607584,0.07259706,0.013046309,0.022763802,0.10758657,0.018103397,0.18453604,-0.050830424,0.054682255,3.3994808,8.649443,2.377016,0.07651806,0.5609994,0.05176881,0.67320424,0.06801285,0.08105916,0.004487075755177539,0.9498833761104871,0.04562954813433547,-5.0611371994018555,4.257697582244873,-1.3496073484420776,val,NTU,moderate_risk
S005C002P017R002A043,0.022296669,0.12726824,0.029230306,0.016693458,0.12328979,0.024950255,0.4465726,0.24283284,0.08271545,9.682792,23.348118,7.8384576,-0.6787648,2.0338464,0.046808008,0.94380754,0.08620549,0.115435794,0.5706298445754979,0.3014910740954899,0.12787908132901185,-6.045141220092773,-3.2590270042419434,4.238506317138672,val,NTU,high_risk
S005C002P018R001A008,0.021801531,0.069849044,0.01571459,0.02287929,0.10267994,0.020784883,0.44348437,0.39045715,0.054154456,10.120951,23.089624,6.276654,-1.3246374,1.7328529,0.043151513,0.64237976,0.062286332,0.07800092,0.9346392317059043,0.04468840347352467,0.02067236482057082,6.730111122131348,-4.343003273010254,-6.264169692993164,train,NTU,low_risk
S005C002P018R001A009,0.018704038,0.06183061,0.014649919,0.015400282,0.078403234,0.013644113,0.4404051,-0.36286902,0.04039675,8.199982,16.602404,3.7983558,1.3429222,1.700191,0.03473353,0.64748436,0.06265805,0.07730797,0.9923408961813425,0.0060121569942321144,0.0016469468244254047,3.6428420543670654,-0.8828524947166443,-5.525523662567139,train,NTU,low_risk
S005C002P018R001A042,0.03834701,0.1598661,0.026896067,0.044365805,0.15284897,0.030416358,0.32475305,-0.053753853,0.079582095,8.046501,17.686687,4.263239,0.10321951,0.8065963,0.07619911,1.2844455,0.11291713,0.1398132,0.007812530641308074,0.9755053742276293,0.01668209513106273,-2.651711940765381,3.7192442417144775,-2.681227684020996,train,NTU,moderate_risk
S005C002P018R001A043,0.025819559,0.09219688,0.019733043,0.02429207,0.10880366,0.019573003,0.8879923,0.84009737,0.065166056,18.703133,29.432543,5.9442205,-3.4564633,3.629767,0.054582108,0.93109185,0.07497794,0.09471098,0.0075401431953034,0.16155249863187596,0.8309073581728211,-5.423339366912842,-0.8197279572486877,3.4128921031951904,train,NTU,high_risk
S005C002P018R002A008,0.009912623,0.042647645,0.008723323,0.0050924597,0.028261328,0.004939402,0.38043657,0.33955416,0.025483727,2.1443462,5.8860183,2.0349092,-1.1192932,1.4704132,0.019521529,0.34121782,0.024957845,0.03368117,0.6640571114185218,0.33131371141198956,0.0046291771694886566,4.881041049957275,-1.7563351392745972,-5.823428630828857,train,NTU,low_risk
S005C002P018R002A009,0.010180189,0.05729838,0.008735307,0.0060262945,0.044858553,0.0072512,0.35348946,-0.3208261,0.020260215,1.8368901,3.801955,0.9960976,1.1855607,1.4298167,0.01861279,0.20993806,0.023983603,0.03271891,0.9866264829518301,0.01337351704816992,0.0,3.1815319061279297,-0.6466378569602966,-5.169586181640625,train,NTU,low_risk
S005C002P018R002A042,0.013698275,0.04056548,0.009235279,0.011291603,0.047672406,0.008856314,0.10660052,-0.08154249,0.025747955,2.991724,5.417979,1.3187902,-0.05018568,0.5513692,0.031462446,0.41649556,0.04156425,0.050799526,0.013001065322017688,0.9704780017969427,0.016520932881039837,-3.3512983322143555,6.227781295776367,-4.0753984451293945,train,NTU,moderate_risk
S005C002P018R002A043,0.014218929,0.0723129,0.014486598,0.010190719,0.050725576,0.0110065,0.5394826,0.48881066,0.046495795,5.078566,17.546986,5.312295,-2.524675,2.9188159,0.030118708,0.7689859,0.04395968,0.05844628,0.019402962362588143,0.38749906081326946,0.5930979768241426,-8.739914894104004,-2.252835273742676,6.6917314529418945,train,NTU,high_risk
S005C002P021R001A008,0.022117293,0.09894288,0.018926853,0.025183871,0.11390853,0.02284155,0.5534786,0.5139433,0.07261729,10.3311405,34.217415,10.213805,-1.1273017,1.9855523,0.045230754,0.6643545,0.062270362,0.08119722,0.9798022302009985,0.004702521866277676,0.015495247932723943,6.7771806716918945,-4.072098255157471,-6.856837749481201,train,NTU,low_risk
S005C002P021R001A009,0.03222861,0.14977856,0.031925123,0.034239076,0.21104208,0.03768447,0.79116505,-0.7050538,0.111312255,18.595098,34.351105,10.007404,2.1090586,2.4984322,0.061646618,1.2203802,0.09331131,0.12523644,0.9977953759330057,0.0,0.0022046240669943568,5.895358085632324,-3.44889760017395,-5.795592308044434,train,NTU,low_risk
S005C002P021R001A042,0.026085991,0.082493104,0.018223448,0.028494611,0.088507704,0.021839883,0.1451695,-0.004168153,0.049178958,9.42636,17.018087,5.25444,-0.00082588196,0.4596653,0.056339886,1.0109912,0.08254928,0.10077273,0.0073676774263666985,0.9926323225736333,0.0,-2.744324207305908,4.606776714324951,-3.2527477741241455,train,NTU,moderate_risk
S005C002P021R001A043,0.043018423,0.2621018,0.039221786,0.051784527,0.31528968,0.05418951,0.53529716,0.13079882,0.08923322,47.940384,89.28449,33.577335,-1.4114218,2.1351645,0.086755455,1.5217544,0.12039823,0.15962002,0.19565673643609688,0.05704629960575166,0.7472969639581514,-8.5520658493042,-2.5505552291870117,7.05277156829834,train,NTU,high_risk
S005C002P021R002A008,0.036174227,0.32982287,0.061615426,0.057240903,0.48640758,0.08704752,0.7411125,0.4875965,0.2905147,7.630754,23.2161,6.3220882,-1.0790701,2.6583784,0.066206686,1.0901364,0.11768495,0.17930038,0.9769691317133692,0.006091539694774981,0.016939328591855835,6.725589752197266,-4.715057849884033,-5.797252655029297,train,NTU,low_risk
S005C002P021R002A009,0.017643195,0.12864695,0.02283504,0.017005252,0.12319436,0.022409825,0.58430535,-0.5398924,0.07467958,2.0568507,5.826915,1.3062471,1.353292,2.2766757,0.035101354,0.53828555,0.053053766,0.075888805,1.0,0.0,0.0,4.563430309295654,-2.029935836791992,-5.3190717697143555,train,NTU,low_risk
S005C002P021R002A042,0.02398282,0.17153296,0.029984267,0.032785017,0.16225018,0.04179184,0.09921086,0.007497072,0.08205497,2.7990406,7.93041,2.1617157,0.0063667297,0.52121973,0.05038664,1.0497754,0.09603576,0.12602003,0.009791658279955477,0.9768364385418927,0.013371903178151854,-2.7930126190185547,5.829300880432129,-4.2415008544921875,train,NTU,moderate_risk
S005C002P021R002A043,0.026514594,0.13219824,0.031004721,0.027866933,0.15407872,0.036819424,0.4678133,0.23775274,0.09835398,27.544172,77.12054,29.131878,-1.5497184,1.8434405,0.062599964,1.4318706,0.11338744,0.14439216,0.06503030753086896,0.01967517985019543,0.9152945126189356,-8.831652641296387,-2.9377126693725586,7.165222644805908,train,NTU,high_risk
S005C003P004R001A008,0.010734793,0.05710534,0.012132009,0.006967942,0.045875765,0.008865528,0.51724684,0.48374265,0.04017204,2.5081365,7.996873,2.224674,-1.3399186,1.7000413,0.021734871,0.3194984,0.02953892,0.04167093,0.7240216612435184,0.27463056477191233,0.0013477739845689158,3.2229349613189697,-2.649186134338379,-4.409547805786133,train,NTU,low_risk
S005C003P004R001A009,0.011736598,0.07782133,0.014769918,0.009346035,0.0613956,0.012864528,0.5082524,-0.4983291,0.07707283,3.110221,10.012011,2.3677938,1.4464612,1.7805243,0.022419883,0.17568053,0.029095892,0.04386581,0.9808784984528599,0.019121501547140117,0.0,5.027545928955078,-2.199756383895874,-5.601907253265381,train,NTU,low_risk
S005C003P004R001A042,0.017473621,0.084229596,0.01850677,0.021535229,0.104277276,0.023954062,0.19564962,0.061408043,0.049615085,3.414453,10.110535,3.1659002,-0.32212257,0.988986,0.036970183,0.6596729,0.06045409,0.07896086,0.016994716342643972,0.9765252652060754,0.006480018451280767,-4.174026012420654,6.281983375549316,-3.6325900554656982,train,NTU,moderate_risk
S005C003P004R001A043,0.03423149,0.2251052,0.04326887,0.03527113,0.27498987,0.049651556,0.79449713,0.55254805,0.19998346,15.177784,48.79932,15.433205,-2.309058,3.093019,0.06296234,1.0389758,0.09365727,0.13692614,0.0359835867642074,0.03283283539944003,0.9311835778363526,-8.50060749053955,-2.7995386123657227,6.544275760650635,train,NTU,high_risk
S005C003P004R002A008,0.020795003,0.1880093,0.025059545,0.02366401,0.18862942,0.028277941,0.40482658,0.2052497,0.13678606,6.910768,29.40821,7.3147388,-1.2937717,1.8869271,0.03939875,1.5173851,0.08214474,0.10720428,0.759910352640688,0.10663795014079902,0.13345169721851305,6.278615951538086,-3.9893884658813477,-6.200957775115967,train,NTU,low_risk
S005C003P004R002A009,0.02489851,0.12652162,0.025655909,0.02514901,0.1452964,0.030002192,0.53985524,-0.4151676,0.06843126,10.850141,32.4144,10.458609,1.2949924,2.0459015,0.04424942,0.9940632,0.07419554,0.09985145,1.0,0.0,0.0,6.4614386558532715,-1.8607499599456787,-7.404850006103516,train,NTU,low_risk
S005C003P004R002A042,0.036793552,0.20920788,0.03456807,0.055581797,0.23842849,0.05152867,0.21655089,0.02362585,0.07389963,13.283453,29.042141,9.403017,-0.2412529,1.0852733,0.07423993,2.0730486,0.13317692,0.167745,0.0025388703011218266,0.9957615249557951,0.0016996047430830037,-3.9558637142181396,5.256848335266113,-3.4265170097351074,train,NTU,moderate_risk
S005C003P004R002A043,0.027330482,0.18712245,0.032042433,0.033843324,0.18723367,0.04097675,0.5337371,0.40725982,0.09493375,15.061718,42.110916,14.895433,-3.2671356,3.2671356,0.056971166,1.2572263,0.107847415,0.13988985,0.012487379343713648,0.020280075742296535,0.96723254491399,-5.396583080291748,-0.023051749914884567,2.880178689956665,train,NTU,high_risk
S005C003P010R001A008,0.0287691,0.20684695,0.040754672,0.042792954,0.24915786,0.05628054,0.6368767,0.47254682,0.2005496,10.414543,46.31032,9.269195,-1.419137,2.7286336,0.057721414,0.53206927,0.086264975,0.12701964,0.9618549279890122,0.008800066816513541,0.029345005194474395,6.0519585609436035,-3.2281622886657715,-6.0181097984313965,train,NTU,low_risk
